,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.67,4.05,5.63,5.19,4.54,4.31,2.48,2.65,2.2,2.48,3.08,2.45,1.39,1.88,1.72,
f_1,6.66,0.67,5.74,6.33,4.17,7.76,2.04,2.48,1.97,2.51,1.61,,1.36,1.94,1.78,2.2
d_1,6.16,5.39,0.67,6.04,6.48,4.43,2.49,,2.49,1.65,2.03,2.01,1.8,2.08,1.26,1.55
c_1,6.62,5.46,6.66,0.65,4.79,6.96,2.4,1.59,,2.45,2.27,2.84,1.57,2.75,1.56,2.25
b_1,6.36,7.97,7.03,4.81,0.62,5.27,3.24,2.04,2.85,3.63,,2.29,1.95,,1.46,1.87
a_1,9.32,6.74,9.02,5.22,6.83,0.56,3.65,2.65,3.23,,,,2.6,,2.0,
h_1,4.79,4.72,5.94,5.5,5.37,4.35,0.62,1.65,1.92,2.96,1.34,1.95,,,1.5,1.03
d_0,3.12,4.36,,4.69,5.65,3.84,2.29,0.73,1.63,1.98,2.2,1.48,1.53,1.33,1.36,1.61
c_0,4.55,5.84,3.4,,5.05,4.52,1.77,1.72,0.72,2.03,1.81,1.34,1.2,1.38,1.79,
g_1,6.13,5.32,6.09,6.78,5.85,,1.69,1.96,2.07,0.58,1.9,1.77,1.58,2.05,,1.54
b_0,4.46,6.57,5.1,6.12,,,2.82,1.59,1.11,2.36,0.69,2.09,1.55,2.0,1.28,1.46
f_0,5.63,,4.9,4.56,5.2,,2.82,1.97,2.12,2.21,1.6,0.66,1.83,1.66,0.91,
h_0,5.86,4.86,4.12,4.92,4.01,3.4,,1.39,1.83,1.77,1.41,1.44,,1.95,1.67,
a_0,5.9,6.26,5.03,5.42,,,,2.43,2.01,2.37,1.42,2.32,1.56,0.62,,
g_0,5.29,5.02,4.88,4.89,6.03,5.43,1.6,1.86,1.69,,2.22,2.29,0.9,,,1.71
e_0,,7.86,6.02,4.86,5.55,,3.25,2.33,,3.18,2.74,,,,1.69,0.62
