,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.32,1.45,0.78,0.83,0.71,0.52,1.17,1.91,1.62,1.13,1.44,0.79,1.99,1.33,0.73,1.54
e_1,0.96,2.33,0.69,1.01,0.77,0.61,1.61,2.95,1.4,1.25,1.6,1.51,2.15,1.69,0.94,1.88
d_1,1.02,0.78,2.48,0.67,0.71,0.69,1.38,0.98,3.24,1.16,2.12,1.67,2.41,1.49,1.44,2.0
c_1,0.9,0.84,0.71,2.47,1.4,0.65,1.45,1.43,1.11,1.23,0.95,1.42,1.73,1.21,1.48,1.63
b_1,0.78,0.74,0.84,0.79,2.53,1.42,1.52,1.7,1.43,1.44,0.99,1.48,2.2,1.02,1.16,1.75
a_1,0.91,0.75,0.92,0.82,0.83,2.99,1.77,1.9,1.74,1.5,1.73,1.81,2.38,0.79,1.61,2.34
h_1,1.3,0.88,1.05,0.95,0.71,0.62,3.37,1.71,1.86,1.83,1.71,1.59,1.57,1.31,1.46,2.76
d_0,0.96,0.9,0.63,1.72,0.94,0.59,1.62,2.92,1.05,1.33,1.62,1.53,2.25,1.35,1.38,1.77
c_0,1.05,1.0,1.03,0.57,0.74,0.76,1.78,1.9,3.12,1.55,3.51,1.58,2.56,1.87,1.76,2.38
g_1,0.79,0.82,1.59,0.93,0.79,0.61,1.56,1.63,1.83,3.7,1.72,2.68,2.56,1.45,1.69,1.63
b_0,1.17,1.04,1.1,0.92,0.49,0.55,1.62,1.73,1.83,1.61,3.44,1.79,2.52,3.36,1.86,2.18
f_0,0.78,0.77,1.14,0.96,0.93,0.75,1.79,1.84,2.03,1.54,2.04,3.41,2.67,1.58,3.4,2.15
h_0,1.26,0.91,1.07,0.9,0.84,0.68,1.27,1.81,2.0,1.72,1.82,1.7,1.39,1.41,1.34,2.72
a_0,0.99,0.91,1.19,0.98,0.81,0.35,1.58,1.92,2.14,1.63,2.21,2.08,2.56,3.47,1.61,2.56
e_0,1.01,0.59,1.03,0.97,1.04,0.77,1.68,1.69,2.18,1.55,2.11,1.94,3.11,1.52,3.68,2.13
g_0,0.79,0.78,1.49,0.91,0.85,0.68,1.74,1.91,1.84,1.26,1.78,3.08,2.28,1.76,1.62,1.56
