,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.14,5.47,14.08,12.99,11.44,10.22,3.3,2.94,3.77,2.38,1.89,2.7,1.61,2.12,10.94,1.36
f_1,10.96,1.14,11.85,8.7,11.87,11.85,1.9,2.08,3.06,2.09,2.01,7.68,1.03,2.18,2.13,2.51
c_1,12.06,13.24,1.14,17.11,9.94,11.72,3.83,1.34,4.58,11.98,3.2,2.44,1.76,2.1,2.3,2.31
d_1,13.71,15.91,15.17,1.14,11.39,10.17,3.67,15.77,2.18,2.27,2.5,2.74,2.12,2.51,2.69,1.19
b_1,15.93,17.41,7.48,14.39,1.14,15.48,4.49,2.66,3.61,4.85,15.67,2.58,2.31,3.91,2.33,1.8
a_1,20.26,28.97,15.47,19.86,10.5,1.15,6.59,4.51,6.5,4.22,3.94,4.25,2.9,12.61,4.17,3.19
h_1,24.53,32.53,27.79,25.24,35.17,27.65,1.92,5.74,8.97,4.78,4.12,5.53,11.1,6.31,5.22,3.72
d_0,17.1,33.11,26.84,99.32,38.55,37.71,11.01,2.67,8.74,9.28,8.95,5.88,6.25,6.86,6.36,6.2
g_1,32.14,35.31,32.71,28.51,45.39,26.94,8.93,8.07,1.96,7.4,7.14,6.91,4.31,8.32,5.83,11.29
c_0,32.42,37.08,116.3,16.29,47.69,31.91,10.05,8.9,9.09,2.44,6.8,7.0,6.17,6.31,8.14,4.72
b_0,33.89,38.62,50.65,38.01,175.88,41.48,11.17,8.46,8.63,3.9,2.74,5.7,4.67,9.09,5.93,7.71
f_0,34.52,142.62,36.51,41.61,39.63,42.33,10.44,7.08,9.34,7.66,6.56,2.6,5.05,5.75,6.36,3.07
h_0,52.51,42.14,59.25,45.28,40.78,56.05,33.5,10.52,15.5,10.98,10.85,10.84,20.18,8.32,9.46,5.45
a_0,61.11,50.79,62.8,47.37,82.76,,12.0,11.19,17.95,10.14,5.53,9.22,7.28,2.81,8.75,8.54
e_0,162.09,75.67,60.38,55.98,78.17,69.13,16.41,10.68,14.83,10.3,12.53,4.77,6.94,9.77,2.85,8.1
g_0,61.11,62.85,71.36,96.22,76.05,79.77,18.7,15.42,40.12,12.92,11.51,18.43,7.93,14.48,14.0,24.31
