,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.38,2.24,1.59,1.75,1.59,1.45,2.92,3.13,3.33,3.55,3.35,3.05,3.87,3.32,2.63,4.58
e_1,1.59,2.41,1.52,2.06,1.78,1.56,3.24,2.79,3.17,5.58,3.55,3.67,4.8,4.14,3.7,4.99
d_1,1.8,1.67,2.6,1.48,1.58,1.61,3.35,3.21,5.35,3.36,4.06,3.8,4.61,4.08,3.47,4.28
c_1,1.58,1.41,1.71,2.65,2.45,1.94,3.05,3.37,3.01,2.87,2.98,3.64,4.57,3.45,3.85,4.02
b_1,1.64,1.47,1.69,1.63,2.79,2.86,3.31,3.28,3.7,3.39,3.28,3.73,4.69,2.93,3.82,4.48
a_1,1.81,1.65,1.86,1.62,1.4,3.36,3.83,3.68,3.95,3.66,4.16,3.62,4.57,3.68,4.43,5.07
h_1,2.08,1.73,1.7,1.73,1.58,1.56,4.46,4.2,3.76,3.44,3.78,3.66,4.81,4.35,4.0,5.59
g_1,1.61,1.61,2.27,1.6,1.56,1.66,2.94,4.86,4.4,3.06,4.25,5.31,4.56,4.44,4.37,4.79
c_0,2.04,1.85,1.69,1.67,1.41,1.51,3.59,3.21,4.6,4.11,5.95,4.1,5.26,4.92,4.53,5.08
d_0,1.77,1.51,1.44,2.75,1.89,1.6,3.41,3.58,2.9,4.46,3.93,3.39,5.17,3.91,3.73,4.65
b_0,1.98,1.77,1.84,1.91,1.28,1.48,3.68,3.35,3.16,3.57,4.84,3.65,4.85,6.44,3.96,4.97
f_0,1.6,1.58,1.82,1.74,1.69,1.87,3.39,3.16,3.76,4.47,4.35,5.28,5.1,4.53,7.15,5.14
h_0,2.15,1.75,1.85,1.59,1.71,1.63,2.45,3.7,3.26,3.34,3.62,3.42,4.33,3.83,3.85,5.41
a_0,1.92,1.62,1.78,1.97,1.97,1.53,3.47,2.89,3.52,3.76,3.33,3.54,4.98,5.26,3.31,4.59
e_0,2.04,1.49,2.0,1.65,1.74,1.37,3.14,3.89,3.62,4.05,4.06,3.53,4.9,5.7,5.89,4.5
g_0,1.62,1.51,2.29,1.85,1.75,1.56,3.04,3.16,3.82,3.68,3.97,4.77,4.79,4.22,4.88,4.44
