,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.31,1.12,1.37,1.41,3.16,17.48,26.51,29.21,37.46,47.89,45.63,70.28,81.65,74.71,155.28
e_1,0.77,1.0,1.2,1.33,1.78,3.61,16.23,28.91,34.18,37.29,48.63,68.39,75.18,100.68,126.99,100.03
d_1,0.89,0.83,1.0,0.92,1.39,3.12,15.76,17.99,24.06,40.28,37.46,40.86,57.52,65.18,96.42,83.83
c_1,0.73,0.75,1.09,1.0,2.12,3.14,16.31,20.11,17.52,21.99,27.73,42.82,54.47,49.14,74.96,111.32
b_1,0.71,0.56,0.72,0.47,1.0,3.34,12.02,19.23,16.04,26.23,27.49,32.21,47.48,50.28,63.75,90.28
a_1,0.32,0.28,0.32,0.32,0.3,1.0,6.28,8.03,7.82,10.77,15.05,13.09,21.84,32.84,26.27,39.79
h_1,0.06,0.06,0.06,0.06,0.08,0.16,1.0,1.96,1.52,1.61,2.28,2.83,4.88,5.29,6.19,10.67
g_1,0.04,0.03,0.06,0.05,0.05,0.12,0.5,1.0,0.87,1.31,1.49,2.68,2.63,2.82,4.37,3.81
d_0,0.04,0.03,0.04,0.06,0.06,0.12,0.69,1.17,1.0,1.31,1.55,2.02,2.39,3.06,3.84,5.54
c_0,0.03,0.03,0.02,0.05,0.04,0.09,0.59,0.78,0.8,1.0,1.63,1.44,2.28,2.63,3.68,4.25
b_0,0.02,0.02,0.03,0.04,0.04,0.06,0.43,0.67,0.64,0.63,1.0,1.28,1.99,2.92,2.35,3.11
f_0,0.02,0.02,0.02,0.02,0.03,0.08,0.36,0.36,0.51,0.64,0.82,1.0,1.37,1.57,3.34,2.48
h_0,0.01,0.01,0.02,0.02,0.02,0.05,0.21,0.38,0.43,0.41,0.53,0.69,1.0,1.15,1.34,2.27
a_0,0.01,0.01,0.02,0.02,0.02,,0.19,0.36,0.32,0.39,0.32,0.61,0.9,1.0,1.02,1.43
e_0,0.01,0.01,0.01,0.01,0.01,0.04,0.17,0.21,0.27,0.27,0.46,0.31,0.74,0.91,1.0,1.3
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.09,0.26,0.19,0.25,0.3,0.44,0.44,0.66,0.8,
