,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,10.07,10.24,7.43,8.26,8.21,2.51,3.49,2.97,2.9,2.14,,1.49,1.62,2.23,2.32
e_1,6.87,1.07,9.09,7.87,8.11,6.97,4.07,3.25,2.68,2.57,2.53,3.81,1.91,2.29,,1.88
d_1,9.32,11.84,1.07,9.55,10.5,6.2,3.28,2.33,,3.76,2.97,2.26,2.39,3.23,3.04,1.49
c_1,13.28,13.01,9.09,1.07,9.64,7.82,4.18,3.92,1.8,,3.17,2.91,2.48,2.77,2.68,2.19
b_1,12.54,9.99,9.84,7.89,1.07,13.07,3.97,6.14,3.05,3.37,,2.97,2.91,2.59,3.15,2.01
a_1,16.46,15.91,16.95,19.07,8.31,1.07,6.04,,4.71,4.83,4.01,,3.18,,,3.57
h_1,14.9,13.97,12.76,11.29,13.21,11.1,1.41,4.81,3.44,3.46,3.45,3.21,,4.09,2.8,3.87
g_1,17.08,21.16,17.73,16.9,12.61,,4.61,1.41,4.87,5.06,4.61,4.78,2.79,3.21,3.7,
d_0,13.06,10.31,,18.63,15.52,12.46,6.81,6.32,1.75,3.42,4.16,4.04,2.87,4.28,3.58,3.4
c_0,15.18,14.65,11.44,,14.63,10.37,5.72,5.53,5.4,1.75,4.92,4.35,4.35,3.89,3.16,2.8
b_0,17.75,17.38,15.97,16.66,,18.47,6.07,6.44,4.72,3.27,1.74,4.32,3.61,4.99,4.41,3.62
f_0,,13.52,21.52,17.62,15.26,,7.99,4.3,5.23,4.49,4.97,1.74,4.69,5.13,4.68,2.25
h_0,16.01,17.66,13.11,14.17,15.0,13.74,,5.35,4.93,4.5,5.28,4.29,,4.06,4.42,2.95
a_0,25.02,20.64,20.36,22.54,27.43,,6.95,9.69,6.06,7.25,3.83,5.09,4.78,1.74,,
e_0,23.15,,21.49,21.94,22.13,,10.8,6.71,7.41,7.46,7.07,3.68,4.37,,1.72,5.71
g_0,17.6,20.98,18.13,19.37,21.22,15.23,5.04,,6.17,5.57,6.16,9.97,3.71,,4.35,
