,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.8,1.88,2.13,1.32,1.25,1.17,5.42,13.27,5.3,6.2,8.08,7.64,10.22,7.75,4.59,11.13
f_1,2.66,6.14,1.54,1.34,1.29,1.54,5.1,6.83,5.15,7.32,6.69,3.88,10.06,6.3,5.38,8.64
c_1,1.38,1.47,6.24,1.5,2.89,1.18,5.0,7.6,4.9,2.89,5.8,7.56,10.71,7.86,7.29,9.72
d_1,1.32,1.54,1.16,6.51,1.68,1.48,6.69,3.7,6.31,14.18,8.31,7.84,11.2,8.9,8.45,11.92
b_1,1.47,1.4,1.51,1.53,7.43,3.15,4.5,6.92,4.76,6.58,3.1,6.93,10.96,6.84,8.75,9.49
a_1,1.73,1.6,1.42,1.54,1.44,10.31,5.3,5.77,5.7,8.34,8.32,7.56,13.39,4.47,8.28,13.12
h_1,1.71,2.72,1.58,2.17,1.49,1.58,18.7,8.09,9.78,9.1,8.39,9.72,7.69,10.19,8.31,17.96
d_0,1.8,1.99,3.48,1.01,1.88,1.71,7.47,15.67,5.55,6.5,9.54,8.55,12.06,10.4,10.24,12.15
g_1,1.56,1.76,1.77,2.9,1.56,1.79,7.12,7.4,20.81,9.86,10.1,15.53,13.44,7.37,11.51,10.03
c_0,1.74,2.17,1.29,2.27,1.49,1.89,7.97,8.88,7.73,17.65,18.84,8.56,15.11,11.2,12.97,13.93
b_0,2.0,1.87,2.19,2.25,0.77,1.56,7.63,10.56,6.99,8.71,19.4,9.72,13.98,21.5,13.98,16.15
f_0,1.41,1.31,2.14,2.11,2.15,2.0,7.58,9.71,7.17,9.04,11.4,19.65,14.29,9.14,23.47,18.27
h_0,1.9,2.86,1.76,2.12,1.61,1.65,4.93,8.07,9.21,8.85,9.09,10.1,9.22,10.09,9.21,18.36
a_0,1.82,2.25,1.98,2.26,1.6,1.42,7.1,12.24,5.71,12.16,9.75,9.81,14.1,25.46,9.85,12.61
e_0,0.92,2.35,2.05,2.1,1.85,2.65,8.4,7.68,6.51,8.06,8.75,9.56,13.56,9.22,26.94,18.36
g_0,1.67,1.56,1.59,3.47,1.91,1.67,6.3,6.42,4.2,8.39,10.11,14.35,12.78,10.58,12.01,10.88
