,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.1,1.72,3.28,2.96,3.66,2.45,0.88,0.73,0.92,0.64,0.6,0.81,0.45,0.59,0.98,0.46
f_1,3.09,1.1,3.17,3.05,3.26,2.47,0.62,0.71,0.95,0.57,0.59,0.98,0.33,0.53,0.58,0.52
c_1,2.43,3.21,1.1,3.98,3.14,3.85,0.89,0.37,0.93,1.0,0.64,0.6,0.49,0.59,0.57,0.5
d_1,3.92,3.48,3.61,1.1,3.44,3.01,1.05,1.13,0.58,0.65,0.68,0.62,0.39,0.65,0.65,0.3
b_1,3.9,5.23,2.16,4.15,1.11,3.87,1.08,0.89,1.19,1.27,1.57,0.79,0.73,1.01,0.74,0.6
a_1,7.13,5.81,5.57,6.13,2.68,1.13,1.85,1.4,1.95,1.13,1.59,1.29,0.82,1.9,1.11,0.79
h_1,12.22,13.34,11.46,12.78,11.93,10.03,1.62,2.7,4.16,2.43,2.67,2.45,2.95,3.04,2.26,1.75
d_0,7.82,13.39,18.16,24.02,15.14,14.02,4.22,2.0,4.96,3.0,3.01,3.03,2.19,3.02,2.97,2.45
g_1,14.68,17.23,16.57,11.88,13.87,13.44,3.24,3.15,1.64,2.87,2.99,2.59,1.77,3.54,2.99,2.36
c_0,14.68,15.97,27.53,8.13,15.73,13.63,5.72,5.17,3.87,1.88,3.26,3.23,2.11,2.63,3.18,2.05
b_0,14.91,16.66,24.04,13.71,20.26,15.86,5.08,3.79,5.22,1.89,1.92,3.35,2.37,2.52,3.32,2.4
f_0,15.28,30.81,18.97,15.14,16.47,17.28,4.71,3.69,3.11,3.57,3.36,1.95,2.76,3.64,2.76,1.47
h_0,18.83,23.36,24.56,18.58,23.08,18.43,9.3,5.42,5.52,4.16,4.29,4.39,4.27,3.78,4.36,3.06
a_0,21.06,28.07,27.31,19.84,36.57,36.51,7.08,5.64,8.75,4.38,2.56,4.57,3.76,2.26,4.83,3.41
e_0,30.31,41.44,24.21,25.36,23.08,23.04,7.88,5.51,5.96,4.41,4.99,2.79,4.32,4.49,2.38,2.84
g_0,28.46,33.47,29.69,26.62,26.57,24.81,7.28,6.21,11.05,6.24,7.04,5.55,3.01,5.59,5.25,5.49
