,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.36,1.8,0.91,1.04,0.86,0.7,1.97,1.61,2.37,1.81,1.85,1.37,2.25,1.6,1.08,2.26
e_1,1.2,2.37,0.8,1.38,0.94,0.71,2.05,1.64,3.5,1.7,2.13,1.95,2.7,1.91,1.42,2.35
d_1,1.22,0.97,2.48,0.74,0.9,0.89,1.8,1.93,1.61,3.77,2.55,2.14,3.0,1.98,2.09,2.75
c_1,0.95,0.92,1.0,2.48,1.82,0.87,2.0,1.74,2.09,1.28,1.28,1.76,2.55,1.65,1.74,2.35
b_1,1.18,0.89,1.16,0.94,2.63,1.57,1.89,1.88,1.75,1.99,1.34,1.78,3.13,1.8,1.88,2.37
a_1,1.19,1.1,1.11,1.15,1.04,3.18,1.91,2.01,2.19,2.09,1.95,1.66,2.91,1.47,1.53,2.49
h_1,1.62,1.25,1.18,1.06,0.95,0.71,3.54,2.17,2.25,1.71,2.12,1.89,2.46,1.91,1.99,3.31
g_1,1.04,0.9,1.69,1.06,1.1,0.87,1.83,3.71,1.92,2.25,2.2,3.14,3.08,2.02,2.63,2.27
d_0,1.13,1.19,0.76,1.88,1.2,0.8,2.05,1.99,3.31,1.53,1.84,2.02,2.82,1.79,2.07,2.29
c_0,1.27,1.13,1.25,0.88,0.81,0.88,2.15,2.13,2.26,3.55,4.07,2.11,3.54,2.65,2.32,2.85
b_0,1.18,1.14,1.23,1.1,0.88,0.7,2.38,2.06,2.48,2.24,3.84,2.24,3.45,3.92,2.23,2.9
f_0,0.93,0.95,1.32,0.98,1.09,1.05,2.39,1.98,2.36,2.59,2.27,3.9,3.7,2.41,4.62,3.13
h_0,1.32,1.11,1.28,1.22,0.99,0.84,1.91,2.52,2.26,1.86,1.99,2.19,2.19,2.17,2.23,3.38
a_0,1.17,1.08,1.39,1.03,1.1,0.75,2.3,2.29,2.21,2.17,2.3,2.41,3.24,3.71,2.29,2.49
e_0,1.27,0.9,1.26,1.19,1.01,0.96,2.24,1.86,2.29,1.77,2.21,2.19,3.38,2.19,3.88,2.81
g_0,1.12,1.11,1.65,1.02,0.88,0.79,2.1,2.08,1.98,2.38,2.08,3.1,2.83,1.78,2.48,1.82
