,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,113.71,12.6,14.24,14.5,26.89,43.73,1917.42,6560.61,4918.99,3336.21,6691.93,5535.96,19218.84,23292.89,,32027.95
f_1,18.31,125.42,16.94,17.21,17.46,41.91,1595.33,3296.94,4023.04,4459.25,7118.2,,21999.99,26355.91,18738.58,28993.39
c_1,13.7,10.81,127.86,13.8,42.63,57.5,1595.53,3177.84,,3395.76,4660.29,7125.79,25262.84,29266.81,27713.82,34781.55
d_1,12.13,11.31,15.49,129.28,31.13,53.56,1451.81,,6510.44,3283.56,7617.58,7418.9,23241.29,17459.31,20851.94,26525.84
b_1,7.73,16.41,9.39,9.82,198.24,77.45,1531.74,3383.91,4495.4,3131.26,,7036.13,18180.58,18027.66,,20286.0
a_1,7.88,9.69,7.88,9.83,9.42,393.26,1455.46,2504.02,1989.92,2318.03,4738.41,5636.29,10358.19,,,20181.67
h_1,5.61,7.47,7.12,6.71,12.17,23.02,3031.01,1746.48,1903.9,2027.09,3362.58,3701.51,,,12883.58,22681.64
d_0,4.87,7.89,10.03,,9.32,24.27,796.16,4210.37,1459.98,1349.31,2795.85,3577.53,11905.74,8043.04,10750.26,19148.26
c_0,5.14,6.05,,4.51,9.25,29.48,767.01,1887.5,4371.59,1505.15,3997.26,2851.17,11730.19,14446.6,12776.94,18473.75
g_1,4.89,3.63,4.7,7.65,7.81,18.19,615.58,1644.71,1563.98,5471.07,2672.9,3721.09,9454.81,7828.66,8813.56,
b_0,5.11,5.5,6.5,5.71,,16.74,610.61,1312.46,1405.63,1146.13,6835.91,2149.5,9719.58,15881.83,7805.9,10474.99
f_0,4.73,,5.68,5.8,7.81,20.94,680.01,1390.09,1377.89,1299.0,2482.39,7312.99,10250.53,,12693.69,9760.69
h_0,4.44,6.14,4.84,5.05,8.19,22.19,,941.47,1132.88,1195.8,1995.46,1618.31,,6505.76,9581.7,13960.35
a_0,3.14,3.43,3.51,4.49,5.74,,,937.76,721.04,911.16,1010.89,,7793.69,19776.97,6270.48,7145.29
e_0,,3.74,2.4,3.63,,,631.75,885.77,943.48,917.7,1580.9,1980.12,4437.22,6135.63,19857.41,7025.1
g_0,3.08,4.14,3.8,5.53,7.74,15.34,441.57,920.85,853.06,,1948.54,3819.88,5243.8,7869.96,6150.38,
