,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.32,2.06,2.61,1.87,1.6,0.66,0.85,0.67,0.57,0.65,0.87,0.46,0.53,0.46,0.55
e_1,1.47,1.06,2.34,2.47,2.54,1.97,0.78,0.91,0.76,0.67,0.71,0.79,0.55,0.77,1.1,0.43
d_1,2.68,2.75,1.06,2.52,2.1,1.81,0.92,0.6,1.3,0.71,0.68,0.57,0.47,0.53,0.58,0.34
c_1,2.34,1.94,2.93,1.06,2.95,1.9,0.95,0.8,0.47,0.92,0.58,0.67,0.49,0.57,0.5,0.52
b_1,3.41,2.82,2.79,1.49,1.07,3.16,1.1,1.16,0.87,1.06,1.11,0.74,0.66,0.71,0.65,0.7
a_1,4.58,3.92,3.47,3.71,1.99,1.07,1.88,1.57,1.24,1.27,1.53,0.96,0.91,1.84,0.97,0.91
h_1,6.13,6.19,5.72,5.6,5.47,4.66,1.35,2.35,1.93,1.58,1.57,1.57,1.81,1.54,1.34,1.51
g_1,7.05,7.19,7.59,7.62,5.83,5.43,2.12,1.35,1.91,1.8,1.88,2.48,1.31,1.58,1.96,1.28
d_0,6.83,4.62,8.41,7.83,7.76,5.81,2.61,3.13,1.51,2.01,1.86,2.02,1.71,1.9,1.85,1.75
c_0,9.15,9.01,4.43,14.14,7.04,6.06,3.96,2.79,3.1,1.51,2.52,1.98,1.88,2.27,2.22,1.76
b_0,8.11,7.44,7.21,12.31,11.88,6.14,3.34,2.87,2.78,1.48,1.49,2.49,2.02,2.43,2.12,1.63
f_0,13.9,7.82,7.86,8.6,8.39,9.8,3.62,2.03,2.85,2.51,2.46,1.51,1.79,1.89,2.99,1.38
h_0,11.46,9.53,9.61,10.06,8.62,8.1,4.18,3.42,3.18,2.42,2.57,2.66,3.11,2.27,2.18,2.28
a_0,12.07,9.6,10.69,14.04,9.02,10.25,3.75,4.15,3.84,3.07,1.71,2.8,2.41,1.63,2.29,1.95
e_0,21.08,12.51,10.43,11.88,9.2,11.02,4.46,2.98,3.55,2.72,3.24,1.6,2.34,2.74,1.63,2.2
g_0,11.42,13.55,13.05,12.28,10.97,11.17,3.41,6.11,3.68,3.36,3.36,3.81,2.07,3.08,3.03,3.88
