,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.51,1.35,0.78,0.88,0.78,0.64,0.99,0.98,0.93,1.07,0.99,0.68,0.9,1.04,0.69,0.97
e_1,0.88,1.53,0.89,1.07,0.8,0.72,1.09,1.07,1.05,1.69,1.07,1.06,0.99,1.15,0.76,1.0
d_1,1.06,0.9,1.54,0.83,0.8,0.71,1.02,0.87,1.6,0.76,1.17,0.97,0.93,1.1,0.92,0.94
c_1,0.96,0.79,0.93,1.58,1.38,0.74,1.06,0.94,0.74,0.84,0.86,1.1,0.89,1.09,0.84,1.04
b_1,1.04,0.93,1.0,0.76,1.62,1.22,1.13,1.0,1.1,0.96,0.79,1.06,0.73,1.1,0.88,0.99
a_1,1.05,0.94,1.09,1.05,0.83,1.78,1.19,0.95,1.11,1.07,1.1,1.06,0.88,1.25,1.06,1.28
h_1,1.39,1.11,1.21,1.07,1.0,0.85,1.78,1.39,1.11,1.21,1.2,1.29,1.24,1.35,1.03,1.59
g_1,1.04,1.04,1.6,1.13,0.97,0.9,1.29,1.9,1.49,1.25,1.27,1.73,1.17,1.49,1.29,1.27
c_0,1.4,1.24,1.07,1.04,0.95,0.95,1.53,1.18,1.74,1.51,2.22,1.32,1.46,1.46,1.26,1.51
d_0,1.19,0.94,1.16,1.84,1.15,0.91,1.37,1.25,0.99,1.73,1.17,1.34,1.17,1.55,1.16,1.23
b_0,1.33,1.19,1.13,1.43,1.0,0.71,1.6,1.3,1.12,1.52,1.81,1.27,2.08,1.7,1.4,1.51
f_0,1.34,1.08,1.34,1.18,1.12,0.96,1.43,1.21,1.29,1.43,1.46,1.83,1.25,1.62,2.11,1.28
a_0,1.32,1.22,1.36,1.37,1.27,0.7,1.5,1.4,1.39,1.46,1.18,1.31,1.81,1.84,1.28,1.54
h_0,1.52,1.18,1.38,1.21,1.22,0.91,1.24,1.53,1.43,1.32,1.22,1.34,1.19,1.19,1.18,1.71
e_0,1.67,1.09,1.35,1.26,1.23,0.75,1.65,1.25,1.5,1.39,1.35,1.16,1.37,1.88,1.91,1.38
g_0,1.26,1.15,1.68,1.24,1.29,0.94,1.29,1.06,1.42,1.3,1.31,1.89,1.42,1.51,1.45,1.37
