,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.94,0.47,0.3,0.3,0.25,0.17,0.12,0.18,0.17,0.11,0.15,0.07,0.16,0.11,0.08,0.12
e_1,0.28,0.94,0.26,0.31,0.26,0.19,0.2,0.3,0.16,0.15,0.15,0.14,0.14,0.14,0.07,0.13
d_1,0.33,0.27,0.94,0.29,0.27,0.22,0.16,0.1,0.32,0.15,0.18,0.15,0.16,0.11,0.13,0.11
c_1,0.33,0.3,0.25,0.94,0.46,0.18,0.21,0.16,0.09,0.14,0.13,0.15,0.15,0.1,0.13,0.13
b_1,0.29,0.27,0.3,0.22,0.94,0.37,0.21,0.22,0.2,0.19,0.1,0.13,0.18,0.11,0.11,0.13
a_1,0.35,0.31,0.32,0.27,0.29,0.93,0.29,0.22,0.21,0.19,0.2,0.19,0.2,0.07,0.14,0.21
h_1,0.85,0.52,0.63,0.47,0.44,0.23,0.73,0.34,0.35,0.36,0.33,0.27,0.18,0.21,0.21,0.35
d_0,0.67,0.5,0.37,0.96,0.48,0.3,0.44,0.61,0.27,0.29,0.29,0.33,0.39,0.24,0.22,0.26
c_0,0.78,0.69,0.48,0.34,0.45,0.43,0.39,0.44,0.63,0.29,0.57,0.3,0.31,0.28,0.25,0.3
g_1,0.57,0.57,0.82,0.67,0.44,0.34,0.32,0.39,0.28,0.72,0.33,0.5,0.33,0.24,0.23,0.22
b_0,0.75,0.77,0.54,0.62,0.25,0.36,0.32,0.4,0.33,0.29,0.62,0.31,0.28,0.42,0.3,0.28
f_0,0.42,0.6,0.69,0.7,0.64,0.37,0.43,0.35,0.45,0.26,0.44,0.62,0.4,0.22,0.49,0.26
h_0,0.85,0.74,0.69,0.61,0.54,0.38,0.28,0.35,0.43,0.35,0.42,0.34,0.22,0.18,0.23,0.36
a_0,0.77,0.62,0.83,0.79,0.6,0.29,0.48,0.45,0.48,0.37,0.38,0.48,0.47,0.59,0.19,0.4
e_0,0.96,0.38,0.67,0.7,0.61,0.46,0.55,0.42,0.52,0.35,0.42,0.25,0.45,0.34,0.61,0.35
g_0,0.66,0.71,1.0,0.63,0.61,0.39,0.46,0.41,0.42,0.21,0.4,0.56,0.34,0.29,0.25,0.26
