,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,5.93,2.95,2.59,3.4,2.72,2.81,9.98,20.57,9.1,11.4,13.97,12.88,20.59,12.6,21.14,11.33
f_1,4.3,6.25,2.59,2.76,2.43,2.35,10.09,13.95,9.52,12.6,13.53,8.99,20.51,13.55,17.65,10.58
d_1,2.62,3.11,6.51,2.28,2.5,2.47,10.89,8.73,12.48,22.88,15.3,13.1,21.43,18.3,20.99,15.52
c_1,2.34,2.73,2.44,7.04,5.33,3.17,10.08,13.11,9.35,8.0,9.86,12.83,19.21,14.65,19.41,14.23
b_1,2.56,2.69,2.68,2.93,7.9,5.5,10.51,12.06,8.78,11.93,8.76,13.24,18.77,10.74,17.71,16.16
a_1,2.88,3.15,2.52,2.94,2.84,10.61,10.17,13.74,10.21,11.15,11.32,13.15,22.21,10.09,19.29,14.98
h_1,2.95,3.75,3.3,2.68,2.72,3.15,19.64,13.52,13.45,13.61,14.02,14.93,17.63,15.57,28.7,15.58
d_0,2.63,3.08,2.07,5.42,3.67,2.52,10.87,20.14,9.76,8.55,13.59,14.02,20.63,16.89,21.28,15.07
g_1,2.64,2.81,4.45,2.93,2.63,2.94,10.45,11.01,23.85,15.78,14.05,20.55,20.11,17.59,16.55,17.78
c_0,2.91,3.48,3.29,2.52,2.24,3.18,13.14,13.72,12.58,21.31,24.78,16.06,25.65,21.44,24.71,18.32
b_0,2.91,3.39,3.33,3.17,2.12,2.47,12.39,14.91,12.01,13.68,23.14,15.7,24.17,31.17,24.37,16.76
f_0,2.42,2.83,3.19,3.34,3.33,3.2,12.14,14.76,12.38,13.13,15.84,23.88,22.87,16.07,24.55,29.16
h_0,2.94,3.82,3.2,3.06,2.74,2.68,8.42,12.78,13.06,12.96,14.12,15.54,16.98,15.57,26.92,15.99
a_0,2.8,3.45,3.1,3.38,3.0,1.76,12.48,13.63,12.3,13.36,15.02,15.38,27.09,30.57,23.28,15.17
g_0,2.55,2.67,4.3,3.22,3.03,2.94,10.67,12.39,10.07,12.98,12.92,20.34,21.57,16.95,21.66,21.21
e_0,2.34,3.26,3.08,3.74,3.17,3.32,11.84,12.66,12.09,12.11,14.36,13.4,22.32,17.6,20.83,32.18
