,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.15,86.88,91.24,87.03,76.62,76.72,16.8,25.46,14.56,14.56,16.74,,7.07,16.96,14.09,16.76
e_1,48.69,1.15,99.29,84.68,88.59,112.82,21.54,33.1,19.85,13.37,21.7,17.79,11.39,15.65,,10.18
d_1,93.72,96.03,1.15,80.33,91.45,91.33,25.45,16.15,,17.24,20.21,20.64,12.42,18.5,23.14,6.06
c_1,107.11,86.88,129.85,1.15,81.0,68.5,28.0,28.78,11.29,,24.42,21.5,12.06,15.65,21.6,15.83
b_1,138.85,96.03,96.46,61.43,1.15,137.0,35.0,24.52,21.13,31.19,,17.2,22.78,19.38,21.6,11.4
a_1,163.0,214.65,211.0,223.79,83.38,1.15,33.6,41.38,27.29,40.94,30.84,27.16,,,,
h_1,81.5,101.36,99.29,72.86,94.5,95.9,2.0,25.46,26.2,22.59,15.84,15.64,,16.96,18.0,15.0
g_1,220.53,130.32,91.24,156.65,91.45,137.0,27.1,2.0,21.83,31.19,25.48,27.16,12.81,37.0,19.06,
d_0,69.43,46.19,,101.06,94.5,87.18,22.11,33.1,3.13,22.59,20.93,19.85,11.71,20.35,16.2,20.36
c_0,93.72,117.71,50.39,,109.04,87.18,27.1,50.92,24.26,2.85,17.76,15.18,11.71,16.28,17.05,12.95
b_0,91.44,125.83,146.78,101.06,,119.88,35.0,28.78,16.79,10.4,2.97,19.85,15.19,23.94,18.0,23.75
f_0,,110.58,105.5,120.5,123.26,112.82,38.18,17.89,27.29,25.19,32.56,2.84,21.58,,20.25,10.96
h_0,98.66,117.71,93.78,101.06,149.21,,,17.89,13.65,22.59,17.24,22.43,,16.96,21.6,15.0
a_0,249.93,158.65,116.41,149.19,166.76,,44.21,60.18,32.75,32.75,13.02,,21.58,3.16,24.92,
e_0,187.45,,168.8,184.29,202.5,,44.21,60.18,36.39,54.58,34.47,39.69,13.23,31.31,3.12,
g_0,138.85,214.65,135.04,149.19,149.21,,24.0,,27.29,24.26,29.3,23.45,17.08,,,
