,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,111.22,61.55,68.87,65.17,89.98,350.17,7810.91,12636.85,28994.16,15582.41,35374.14,32845.08,89015.34,93396.1,112292.87,141428.4
f_1,52.85,111.4,105.19,76.4,92.67,383.22,5977.82,14419.05,14144.17,19904.86,27657.64,20138.05,71139.19,93064.71,64765.34,119674.2
e_1,46.56,47.68,132.36,92.78,96.57,345.28,7357.66,11820.86,16985.95,35045.74,31895.08,32067.51,73571.71,79012.25,68902.81,132376.37
c_1,50.01,46.99,51.22,144.81,156.28,300.6,7254.88,12007.26,9894.12,15947.45,26394.84,28803.96,69788.58,94874.22,88160.48,114903.29
b_1,45.3,49.92,52.96,53.94,186.26,517.02,5350.66,11659.03,11811.16,19279.23,16090.15,26210.18,55293.39,85529.51,83481.29,121597.46
a_1,34.61,31.38,33.21,44.35,45.35,549.67,3807.38,8766.63,10023.09,10476.02,15633.35,17289.5,24767.74,60925.25,48290.08,63019.2
h_1,15.43,18.65,16.98,19.19,28.13,94.0,3107.02,4644.38,4138.82,4941.03,8880.6,8714.39,20272.64,20660.57,30132.31,45509.63
g_1,16.22,10.15,16.46,15.7,20.95,69.74,1436.84,5171.66,3893.32,4041.43,7282.6,9911.57,16311.45,16798.49,24095.8,19676.49
c_0,10.47,13.52,14.56,13.51,20.2,83.98,1807.52,3126.82,5075.48,5441.24,10707.87,6891.81,21981.69,18878.21,22213.24,28616.62
d_0,7.49,10.19,10.93,26.26,19.02,74.53,1500.62,2604.37,2690.18,6146.1,5974.35,6886.39,13836.39,18809.7,18862.54,29312.91
b_0,8.87,11.27,11.24,15.04,14.37,53.65,1370.28,2489.11,2781.83,4334.59,8149.41,6865.01,24131.1,18864.78,21017.45,29805.6
f_0,11.08,8.11,10.88,14.17,18.66,64.39,1378.67,2126.07,3140.62,3544.56,5527.29,8067.96,13996.18,17736.48,28240.44,23153.71
a_0,6.82,7.77,8.59,11.07,14.13,39.36,993.89,1817.38,2073.29,2813.99,3175.14,4685.54,16348.22,14378.49,13021.24,19575.07
h_0,7.6,9.21,9.58,8.7,12.37,37.36,755.93,2403.67,2497.69,2958.55,3680.63,3477.63,10073.5,9134.39,12251.96,19451.67
e_0,6.7,8.37,6.46,9.03,11.89,47.53,1000.15,1812.19,2062.04,2569.53,3491.6,3422.08,12557.34,12486.41,19136.51,17076.87
g_0,8.14,5.99,6.8,9.54,9.86,44.08,840.2,1408.19,2159.29,2200.25,3101.08,4874.95,8442.96,9417.5,12396.28,14617.86
