,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,102.02,11.37,11.93,16.92,25.75,82.44,2699.95,4760.36,4494.43,6829.28,7048.47,7839.93,22276.36,31729.93,30365.71,
f_1,19.85,121.12,16.95,16.14,21.26,54.73,1647.19,3403.32,3299.15,4755.6,7436.59,,19649.97,17756.96,40221.73,20093.59
d_1,12.25,13.02,130.29,12.23,21.08,61.35,2317.1,,3685.57,8671.39,7972.6,7977.04,20908.2,18143.53,28813.21,27142.66
c_1,10.27,12.88,15.87,134.83,29.81,79.31,2422.71,2810.82,4819.65,,5637.28,7572.52,19514.78,20726.33,29877.43,27841.36
b_1,8.82,11.09,14.36,12.19,171.34,92.38,2151.41,2345.3,3681.2,5162.46,,7613.03,16529.79,16271.84,32801.04,
a_1,5.01,8.04,8.54,8.2,12.45,461.41,1126.74,2189.59,,3528.58,4410.24,5660.21,13824.42,,14692.5,21439.26
h_1,4.3,8.41,6.54,4.5,8.23,35.27,3442.49,1705.36,2891.95,1701.34,2770.85,3226.84,,10406.28,27025.11,15772.56
d_0,5.04,6.02,,11.64,10.22,32.55,821.42,3919.93,1462.71,2064.71,4542.48,3357.98,10544.78,9204.77,13161.69,18055.24
g_1,3.4,5.7,7.5,4.97,7.26,,581.88,1533.61,6384.31,2024.83,2794.38,4182.38,5686.27,6432.79,,10923.69
c_0,3.94,6.76,4.3,,6.98,27.15,944.17,1818.59,1464.76,5492.51,4696.2,3511.81,9529.31,6934.49,13640.62,10863.0
b_0,4.24,4.8,4.43,6.75,,21.92,946.73,958.41,1111.49,1599.85,7623.63,3395.72,7507.82,15281.22,8987.78,9464.87
f_0,3.24,,6.14,6.05,6.73,20.34,819.05,1295.25,1595.56,1732.07,1983.6,7774.29,8934.92,8040.04,12118.26,
h_0,4.4,5.36,4.45,5.3,8.16,16.17,,1062.96,1938.45,1462.06,3020.9,1839.58,,7629.41,11770.74,12347.37
a_0,2.17,3.55,4.02,2.77,3.9,,513.84,960.17,1422.22,1393.89,1510.01,2266.77,5892.97,18471.93,,
g_0,2.64,3.11,6.08,4.83,5.13,19.47,418.22,1125.09,,1563.03,2471.54,2947.16,6054.97,,,
e_0,,3.91,4.01,4.29,,15.2,392.33,705.7,860.32,1429.95,2425.72,,4117.99,,,24346.71
