,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.17,1.83,1.93,1.75,1.6,0.54,0.76,0.6,0.53,0.48,0.8,0.36,0.48,0.43,0.48
e_1,1.41,1.06,2.1,2.35,1.95,1.58,0.97,0.74,0.74,0.62,0.63,0.79,0.55,0.56,0.72,0.55
d_1,2.41,2.61,1.06,1.94,2.13,1.77,0.83,0.55,0.96,0.74,0.61,0.6,0.5,0.6,0.63,0.32
c_1,2.56,1.94,2.8,1.06,2.61,1.84,1.02,0.87,0.42,0.78,0.67,0.58,0.49,0.61,0.59,0.46
b_1,3.09,2.4,2.54,1.46,1.07,2.73,0.96,1.11,0.77,0.9,1.32,0.69,0.66,0.62,0.78,0.54
a_1,4.05,3.78,3.59,3.88,1.75,1.07,1.37,1.15,1.13,1.06,1.1,0.86,0.87,1.25,0.94,0.93
h_1,6.0,5.32,4.46,5.07,5.12,4.21,1.32,2.23,1.57,1.44,1.46,1.36,1.43,1.39,1.15,1.29
g_1,6.63,6.5,6.3,6.56,6.12,6.07,1.87,1.32,1.88,1.75,1.55,1.77,1.06,1.39,1.44,1.28
d_0,6.77,4.01,8.87,9.21,7.49,5.65,3.18,3.07,1.51,1.55,1.92,1.8,1.6,1.76,1.59,1.75
c_0,7.55,6.75,4.46,11.21,6.26,5.74,3.03,2.73,2.93,1.54,2.32,2.14,1.63,2.01,1.71,1.49
b_0,7.57,7.47,6.87,9.21,9.35,6.15,2.7,3.21,2.15,1.37,1.53,1.92,1.7,2.26,1.48,1.6
f_0,10.14,7.38,7.31,8.19,7.96,7.05,3.3,2.16,2.38,2.07,2.2,1.45,1.94,2.27,2.01,1.16
h_0,9.84,7.89,7.92,9.26,9.09,6.5,4.36,3.57,2.64,2.44,2.45,2.28,2.37,2.11,2.12,1.9
a_0,9.74,9.76,8.84,9.55,15.17,10.08,3.26,4.12,2.59,2.24,1.65,2.62,2.42,1.54,2.58,2.05
e_0,13.14,12.1,8.65,10.81,8.41,7.31,4.31,3.46,3.44,2.86,3.09,1.73,2.23,2.67,1.56,2.34
g_0,10.42,10.44,10.97,11.88,10.82,7.64,3.23,4.96,3.19,2.71,2.98,3.36,2.11,3.28,2.7,2.43
