,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.22,0.95,1.0,0.91,0.86,0.58,0.58,0.72,0.62,0.62,0.53,0.45,0.55,0.56,0.71
e_1,0.82,1.0,0.9,1.11,0.96,0.87,0.74,0.71,0.62,0.89,0.62,0.77,0.65,0.52,0.73,0.6
d_1,1.05,1.11,1.0,0.88,0.84,0.83,0.75,0.87,0.48,0.78,0.76,0.63,0.63,0.57,0.63,0.5
c_1,1.0,0.9,1.13,1.0,1.79,0.76,0.71,0.64,0.67,0.44,0.58,0.58,0.62,0.55,0.48,0.67
b_1,1.1,1.04,1.19,0.56,1.0,1.42,0.88,0.7,0.72,0.74,0.61,0.58,0.75,0.6,0.57,0.61
a_1,1.16,1.14,1.2,1.32,0.7,1.0,0.81,0.74,0.75,0.84,0.74,0.92,0.81,0.83,0.6,0.68
h_1,1.79,1.3,1.39,1.44,1.14,1.17,1.0,0.86,1.26,0.78,0.89,0.76,0.79,0.93,0.78,0.8
c_0,1.73,1.44,1.13,1.76,1.43,1.37,1.14,1.0,1.22,1.2,1.3,0.95,1.01,0.98,0.84,0.8
g_1,1.35,1.48,1.98,1.47,1.38,1.3,0.79,0.87,1.0,0.81,0.88,1.08,0.71,0.73,0.69,0.56
d_0,1.54,1.13,1.26,2.36,1.34,1.16,1.35,0.85,1.22,1.0,1.08,0.9,0.83,0.91,0.77,0.67
b_0,1.63,1.63,1.34,1.7,1.74,1.22,1.14,0.77,1.15,0.9,1.0,0.98,1.1,1.39,1.06,0.7
f_0,1.86,1.29,1.6,1.76,1.65,1.1,1.32,1.03,0.91,0.99,1.0,1.0,1.12,1.12,1.42,0.73
h_0,2.24,1.48,1.61,1.65,1.35,1.25,1.32,0.99,1.38,1.19,0.89,0.93,1.0,0.8,1.13,1.09
a_0,1.91,1.88,1.6,1.85,1.68,,1.06,1.01,1.4,1.17,0.75,0.94,1.29,1.0,1.02,1.08
e_0,1.79,1.35,1.56,2.13,1.74,1.59,1.37,1.15,1.49,1.28,0.96,0.75,0.88,1.02,1.0,1.04
g_0,1.5,1.68,2.13,1.67,1.62,1.44,1.24,1.19,1.65,1.5,1.36,1.38,0.91,1.0,0.99,1.0
