,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.35,1.23,1.6,1.71,3.59,15.46,31.99,36.01,33.91,45.57,53.18,65.73,95.34,91.83,131.17
e_1,0.74,1.0,1.2,1.79,1.78,3.55,18.4,28.02,44.95,35.51,46.72,60.92,78.52,89.42,98.15,128.35
d_1,0.8,0.83,1.0,1.0,1.48,2.77,14.62,18.89,25.32,37.81,36.75,41.73,58.45,71.08,86.32,80.8
c_1,0.62,0.55,0.98,1.0,1.66,2.27,11.95,17.69,14.34,18.93,25.56,29.82,42.78,58.48,62.63,70.13
b_1,0.58,0.56,0.68,0.62,1.0,3.1,10.22,16.69,17.29,24.5,27.4,27.53,39.45,40.82,61.77,66.39
a_1,0.28,0.27,0.36,0.43,0.33,1.0,4.81,7.01,9.15,10.06,12.91,13.18,21.48,23.0,29.28,40.35
h_1,0.06,0.06,0.07,0.08,0.09,0.19,1.0,1.85,1.72,1.83,2.58,2.72,4.15,5.24,5.2,7.72
g_1,0.03,0.04,0.05,0.06,0.06,0.15,0.54,1.0,1.08,1.21,1.48,2.15,2.21,2.77,3.75,3.93
d_0,0.03,0.02,0.04,0.07,0.06,0.11,0.6,0.95,1.0,0.84,1.4,1.46,2.27,2.67,3.08,3.81
c_0,0.03,0.03,0.03,0.05,0.04,0.1,0.55,0.84,1.16,1.0,1.69,1.44,1.97,2.93,2.72,3.32
b_0,0.02,0.02,0.03,0.04,0.04,0.08,0.39,0.71,0.69,0.6,1.0,1.03,1.58,2.9,2.08,2.67
f_0,0.02,0.02,0.03,0.03,0.04,0.08,0.37,0.48,0.65,0.7,0.91,1.0,1.41,1.82,2.64,1.9
h_0,0.01,0.01,0.02,0.02,0.02,0.05,0.24,0.45,0.44,0.49,0.64,0.67,1.0,1.22,1.44,1.76
a_0,0.01,0.01,0.01,0.02,0.03,0.04,0.18,0.37,0.33,0.32,0.35,0.56,0.82,1.0,1.13,1.31
e_0,0.01,0.01,0.01,0.02,0.01,0.04,0.19,0.28,0.32,0.36,0.48,0.39,0.7,0.8,1.0,1.11
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.13,0.27,0.27,0.29,0.38,0.53,0.56,0.79,0.88,1.0
