,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.81,0.93,1.15,1.03,0.96,1.13,1.31,1.0,0.98,1.12,1.22,1.21,1.06,1.33,1.26
f_1,1.23,1.0,0.97,0.94,0.9,0.92,0.85,0.96,0.9,1.06,0.97,1.0,0.78,1.01,1.02,0.71
d_1,1.08,1.02,1.0,0.89,0.9,0.98,1.05,0.89,1.31,0.9,0.99,1.03,1.06,0.89,0.82,1.07
c_1,0.87,1.07,1.12,1.0,1.41,0.83,1.0,0.72,0.78,0.94,0.79,0.92,0.88,1.04,0.97,0.95
b_1,0.97,1.1,1.11,0.71,1.0,1.47,1.0,1.0,1.16,1.07,0.9,0.82,1.12,0.81,0.93,1.0
a_1,1.03,1.09,1.03,1.21,0.68,1.0,1.06,1.1,0.91,1.2,1.11,0.95,1.0,1.15,1.11,0.96
h_1,0.93,1.19,0.94,1.0,1.03,0.9,1.0,1.01,0.86,1.18,1.01,1.01,1.17,0.88,1.26,1.0
d_0,0.75,1.01,1.08,1.45,1.03,0.93,1.01,1.0,0.87,1.0,1.04,1.06,1.07,0.94,1.09,1.0
c_0,1.02,1.1,0.72,1.29,0.87,1.07,1.17,1.2,1.0,0.91,1.46,1.08,1.11,1.17,1.08,1.03
g_1,1.0,0.94,1.11,1.02,0.97,0.83,0.84,1.03,1.06,1.0,1.02,1.26,0.82,0.97,0.88,1.08
b_0,0.87,1.07,1.04,1.25,1.06,0.85,1.06,0.96,0.68,1.02,1.0,0.95,0.99,1.36,1.03,1.15
f_0,0.77,0.96,0.99,1.06,1.28,1.09,1.03,0.98,0.92,0.82,0.97,1.0,1.15,1.07,0.76,1.38
h_0,0.84,1.25,0.96,1.09,0.91,0.97,0.88,0.98,0.92,1.2,1.06,0.84,1.01,0.88,1.16,0.99
a_0,0.94,0.99,1.05,1.02,1.25,0.97,1.13,1.09,0.88,1.02,0.72,0.91,1.15,1.0,0.89,0.99
g_0,0.77,0.92,1.21,0.98,1.13,0.88,0.81,0.89,0.92,1.11,1.03,1.21,0.89,1.18,1.01,1.25
e_0,0.87,1.39,0.87,1.0,1.09,1.06,0.99,1.02,1.0,0.96,0.9,0.72,1.03,1.06,0.8,1.0
