,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.9,0.34,0.28,0.37,0.26,0.2,0.27,0.23,0.49,0.22,0.25,0.24,0.29,0.2,0.14,0.23
f_1,0.59,0.91,0.26,0.3,0.2,0.17,0.25,0.2,0.29,0.25,0.15,0.24,0.26,0.14,0.12,0.22
d_1,0.3,0.36,0.92,0.24,0.21,0.17,0.28,0.25,0.15,0.5,0.25,0.32,0.31,0.22,0.19,0.26
c_1,0.32,0.32,0.26,0.9,0.5,0.18,0.26,0.23,0.27,0.13,0.22,0.15,0.27,0.16,0.17,0.19
b_1,0.29,0.32,0.31,0.29,0.9,0.36,0.25,0.26,0.31,0.23,0.24,0.14,0.26,0.13,0.16,0.18
a_1,0.35,0.31,0.37,0.37,0.25,0.88,0.31,0.23,0.32,0.29,0.24,0.23,0.28,0.11,0.17,0.21
h_1,0.34,0.49,0.38,0.32,0.21,0.18,0.63,0.41,0.31,0.28,0.26,0.26,0.25,0.19,0.2,0.31
g_1,0.32,0.35,0.54,0.31,0.26,0.19,0.28,0.61,0.25,0.32,0.4,0.23,0.3,0.22,0.24,0.23
d_0,0.38,0.4,0.21,0.6,0.32,0.17,0.27,0.22,0.48,0.19,0.23,0.24,0.33,0.21,0.19,0.21
c_0,0.37,0.41,0.39,0.27,0.18,0.21,0.32,0.25,0.34,0.52,0.31,0.53,0.34,0.23,0.22,0.29
f_0,0.31,0.31,0.42,0.36,0.29,0.21,0.32,0.29,0.36,0.32,0.52,0.32,0.31,0.2,0.45,0.29
b_0,0.38,0.43,0.36,0.35,0.19,0.17,0.28,0.28,0.34,0.31,0.29,0.49,0.34,0.43,0.19,0.28
h_0,0.37,0.52,0.43,0.29,0.26,0.18,0.2,0.36,0.24,0.34,0.24,0.25,0.25,0.2,0.17,0.32
a_0,0.34,0.4,0.37,0.35,0.29,0.17,0.33,0.28,0.31,0.33,0.25,0.3,0.36,0.42,0.19,0.27
e_0,0.3,0.43,0.39,0.35,0.29,0.16,0.34,0.31,0.33,0.34,0.25,0.34,0.36,0.2,0.43,0.27
g_0,0.34,0.34,0.59,0.3,0.24,0.17,0.3,0.2,0.27,0.32,0.42,0.3,0.31,0.23,0.25,0.2
