,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.15,48.35,83.27,96.82,112.64,80.62,22.06,15.52,19.82,19.44,17.7,20.33,10.38,14.3,,12.46
f_1,98.11,1.15,81.29,96.82,108.31,84.13,15.76,18.97,33.7,14.37,18.25,,11.18,13.31,12.48,15.43
c_1,81.04,102.38,1.15,93.97,88.0,148.85,23.39,9.36,28.08,,15.78,18.93,12.82,25.73,15.08,12.96
d_1,112.97,99.46,103.45,1.15,90.84,129.0,35.09,,18.72,18.89,15.37,19.61,11.78,32.17,16.45,6.75
b_1,100.76,128.93,56.9,93.97,1.15,101.84,29.69,21.34,32.1,30.05,,23.87,15.57,32.17,24.13,20.25
a_1,207.11,108.78,179.68,266.25,93.87,1.15,40.63,35.95,,30.05,36.5,36.6,25.65,,30.17,20.25
h_1,100.76,128.93,72.64,168.16,104.3,74.42,2.0,18.97,32.1,19.44,20.86,21.96,,20.32,22.62,13.5
d_0,47.79,96.69,103.45,,93.87,77.4,28.59,2.96,35.47,17.86,18.84,16.64,12.46,16.08,18.1,13.5
g_1,143.38,145.04,113.8,110.17,117.33,,21.44,22.77,2.0,27.54,29.2,24.95,12.11,,27.85,
c_0,116.5,99.46,,39.94,76.11,80.62,38.6,20.7,25.92,3.07,21.63,17.71,11.47,13.31,,14.09
b_0,143.38,80.95,142.25,103.06,,107.5,24.9,25.3,30.64,11.2,2.88,21.12,16.77,19.3,24.13,24.92
f_0,109.65,,121.93,122.88,112.64,161.25,24.9,34.15,16.44,20.03,25.39,2.95,18.17,25.73,25.86,8.76
h_0,81.04,74.06,85.35,91.29,104.3,71.67,,20.09,19.82,22.79,23.36,19.61,,18.38,16.45,15.43
a_0,169.45,248.64,213.38,187.94,216.62,,40.63,35.95,,24.48,17.7,24.95,20.76,3.02,,19.06
e_0,,290.08,200.82,177.5,165.65,161.25,64.33,31.05,33.7,,32.44,18.93,24.22,,2.87,24.92
g_0,155.33,139.24,155.18,133.12,100.57,175.91,29.69,25.3,,26.44,29.2,21.96,10.63,32.17,25.86,
