,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,9429.87,141.87,139.09,236.12,651.33,2315.48,190144.75,938956.78,598951.74,435379.53,937829.71,1668804.15,4294568.26,6364597.88,9025074.04,
f_1,203.85,10949.02,168.39,284.98,484.66,2806.64,214130.6,585896.21,434776.26,534836.86,724686.59,,5752118.7,5737781.42,9619201.17,7397984.99
d_1,129.65,154.02,11264.81,216.72,468.73,2399.53,137474.41,,874612.26,537948.96,944874.76,2261495.14,6378982.8,7694891.13,11932713.67,13164903.28
c_1,141.14,131.89,131.66,21870.55,963.29,4351.14,156958.29,657178.96,,376439.65,678096.14,2126361.79,5250577.29,5961567.08,10678195.8,15030729.5
b_1,176.12,204.47,115.27,398.64,58643.72,3337.14,140208.01,438378.58,451233.39,386143.64,,1942609.72,6395789.91,,8073456.71,13532819.15
a_1,156.98,87.48,180.11,218.39,702.82,441504.12,181318.67,684969.98,499414.46,,,,7105573.42,,8059480.73,
h_1,503.78,774.97,526.84,1051.29,1644.66,9433.43,8269085.84,1889117.86,2651609.25,2754457.75,2819157.59,5278900.58,,,57926740.39,40645446.4
d_0,564.47,600.73,,2108.64,3217.54,16148.29,977038.96,15679133.81,3007704.33,2707248.03,5194399.42,10376846.89,35486912.77,28582608.15,48636566.15,53578401.63
c_0,615.05,732.38,697.39,,2059.39,11074.03,886829.5,3082323.53,16453811.86,2450648.0,9884211.66,9741202.35,26381512.09,37372795.75,48918517.26,
g_1,443.82,534.35,962.63,914.72,1328.79,,474660.52,2166700.41,2076426.34,31313835.49,3090682.5,7977527.61,24262364.5,23971395.84,,34325068.65
b_0,377.09,938.13,772.59,1082.52,,,1200791.34,2040451.33,3360455.29,2583649.79,32155144.03,11883715.74,34455760.55,52373148.66,38413311.61,44314662.59
f_0,473.12,,796.77,897.54,2808.27,,686366.81,3323435.51,3823348.05,2970482.42,4043541.14,81123974.14,30684379.03,27441563.32,43704631.41,
h_0,1085.65,1406.98,1025.94,2107.46,4081.93,17728.72,,3787001.93,4843032.03,3923311.18,6781676.55,11696223.24,,46023967.64,129624873.32,
a_0,685.46,729.49,750.96,860.9,,,,3505077.66,3741483.3,2301279.25,4602996.21,10710939.59,21078327.17,325399115.06,,
g_0,825.71,924.4,1621.26,2119.67,5134.53,20707.53,1344566.8,3887142.73,2759398.25,,7129030.71,26672339.77,34822081.95,,,83973375.64
e_0,,537.6,1067.31,1227.04,3702.08,,1658843.97,2706047.8,,3045722.6,5330521.44,,,,49528652.84,627886030.61
