,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.01,0.11,0.11,0.14,0.13,0.13,0.16,0.26,0.19,0.2,0.21,,0.22,0.43,0.42,0.39
e_1,0.05,0.01,0.07,0.08,0.12,0.13,0.23,0.23,0.18,0.18,0.26,0.24,0.25,0.34,,0.3
d_1,0.06,0.09,0.01,0.08,0.1,0.14,0.17,0.15,,0.2,0.18,0.3,0.2,0.28,0.27,0.16
c_1,0.04,0.06,0.05,0.01,0.07,0.11,0.11,0.13,0.07,,0.13,0.19,0.13,0.24,0.17,0.23
b_1,0.03,0.04,0.03,0.03,,0.06,0.07,0.1,0.09,0.09,,0.11,0.12,0.12,0.16,
a_1,0.01,0.02,0.02,0.02,0.01,,0.04,0.06,0.03,0.05,0.06,,0.05,,0.07,0.04
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
