,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.43,4.11,3.36,4.1,3.88,3.62,1.36,1.57,1.46,2.54,1.71,,0.92,1.89,1.74,1.13
e_1,2.43,0.42,3.13,3.37,3.24,3.66,2.21,2.08,1.34,1.6,1.86,1.92,1.47,1.51,,1.98
d_1,3.81,3.95,0.39,3.01,4.51,2.76,2.36,,2.13,1.07,1.35,1.53,1.39,1.52,1.69,1.09
c_1,3.17,4.49,4.45,0.39,3.48,3.52,1.44,0.96,,1.79,1.59,1.86,1.67,1.83,1.94,1.34
b_1,3.56,3.32,3.05,2.57,0.38,4.54,1.95,1.86,1.79,1.77,,1.52,1.25,1.51,1.35,1.77
a_1,4.75,3.36,4.93,3.7,2.42,0.31,1.88,1.73,1.47,2.39,,1.93,1.19,,1.63,1.09
h_1,2.15,1.82,1.98,2.55,1.54,1.88,0.26,0.73,0.91,1.06,0.69,0.71,,0.63,0.58,0.69
d_0,1.47,1.03,,1.93,1.34,1.57,1.0,0.29,0.91,0.95,0.59,0.76,0.61,0.7,0.65,0.68
c_0,1.91,1.92,1.03,,1.66,1.69,0.78,0.64,0.28,0.88,0.75,0.65,0.66,0.65,0.68,0.6
g_1,1.48,2.53,2.45,1.66,2.3,1.64,0.76,0.91,0.84,0.23,1.02,0.83,0.53,0.72,0.65,
b_0,1.49,1.3,1.74,1.65,,,0.96,0.88,0.47,0.76,0.27,0.82,0.64,0.9,0.62,0.49
f_0,,1.75,1.58,1.44,1.66,1.32,0.94,0.73,0.61,0.63,0.77,0.25,0.58,,1.02,0.41
h_0,1.4,1.1,1.23,1.28,1.25,1.29,,0.48,0.58,0.86,0.61,0.56,,0.46,0.67,0.5
a_0,1.33,2.08,1.4,1.31,2.33,,0.87,0.78,0.71,1.02,0.47,,0.91,0.22,,
e_0,1.97,,1.81,1.36,2.21,1.22,0.97,0.68,0.96,1.01,0.69,0.37,0.49,,0.21,0.51
g_0,1.57,1.16,1.23,1.29,1.08,1.6,0.49,0.71,0.62,,0.69,0.6,0.4,,0.61,
