,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,103.69,49.88,61.5,118.29,122.6,281.74,7579.32,17035.44,17123.42,30012.08,26029.55,53564.11,104589.66,93635.67,105516.56,196553.84
f_1,78.36,108.98,61.53,95.45,96.76,222.05,7372.51,12486.28,16069.09,18235.74,22545.65,23368.97,86074.09,87760.81,112272.86,168469.0
d_1,44.85,55.88,128.39,68.19,115.25,318.36,7090.27,12910.05,28128.87,13625.93,23444.75,39771.24,107616.2,89076.88,132882.28,138294.83
c_1,38.48,45.51,60.36,165.47,163.68,224.29,5813.31,10571.34,8640.94,13531.0,14030.29,41521.12,78337.32,75802.55,114710.44,146170.16
b_1,34.62,43.48,54.53,58.33,200.91,440.66,6609.65,10422.93,14513.21,13778.91,11514.45,38492.67,94701.32,46298.06,103388.71,135981.4
a_1,30.19,37.97,37.79,50.72,48.03,455.44,4890.16,8088.94,11287.66,12516.8,13693.96,23934.58,63108.65,46245.62,74138.54,113794.21
h_1,13.82,18.54,16.75,24.48,25.14,76.71,3169.79,4889.45,4938.2,4669.4,6132.23,11442.69,18576.97,24194.5,28566.88,54739.5
g_1,8.92,10.56,20.18,21.39,23.99,64.81,1396.46,5177.04,4177.76,3586.68,4545.45,13620.91,22561.74,17922.71,27660.13,27506.05
c_0,11.33,11.85,12.85,17.68,17.67,69.71,1682.78,2657.45,5366.67,4480.59,8049.99,9782.71,20854.18,19823.14,27837.04,35902.43
d_0,10.02,11.33,8.76,30.25,23.55,49.11,1584.61,3073.97,2990.81,5382.89,5221.19,10235.63,21091.4,15397.13,24984.22,39760.77
b_0,9.14,11.32,14.08,19.54,15.4,51.27,1607.75,3227.87,3155.29,3404.76,6309.31,9295.47,20633.13,30269.71,25741.79,31201.25
f_0,6.77,7.77,11.74,15.53,17.48,54.58,1203.39,2312.75,2826.52,2852.82,3995.51,10012.82,18500.06,13266.65,31601.32,22095.98
h_0,6.72,8.69,9.6,11.84,11.14,33.21,799.94,2076.34,2273.79,2254.44,3022.19,4833.22,10576.91,8589.7,16228.26,29326.71
a_0,6.37,6.89,8.73,10.38,17.03,23.45,977.02,2047.92,2325.9,2699.91,2667.98,6143.93,15440.85,17339.83,14703.82,21153.59
e_0,4.29,6.91,6.99,11.11,12.63,33.45,976.62,1519.97,2172.47,2515.36,2513.54,4211.33,11527.47,9209.7,22959.14,22372.66
g_0,4.53,5.46,9.66,10.83,12.31,28.43,646.81,1289.38,1922.75,1759.38,2863.92,7389.44,8660.25,10202.32,12205.87,14537.28
