,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.81,1.7,1.2,1.92,1.52,1.25,5.51,12.05,5.35,6.53,7.83,7.16,11.75,10.29,4.47,10.02
f_1,2.77,5.99,1.51,1.36,1.23,1.36,5.29,6.25,4.72,7.94,6.76,3.98,9.38,6.27,6.09,9.53
d_1,1.4,2.1,6.66,1.1,1.11,1.46,6.12,3.79,5.04,13.53,9.33,6.72,10.87,7.41,9.13,11.05
c_1,1.35,1.33,1.2,6.91,3.2,1.35,4.94,6.75,4.78,2.44,6.1,6.89,10.59,6.55,7.64,9.79
b_1,1.18,1.28,1.6,1.63,7.4,3.19,5.45,6.06,5.82,6.46,3.06,8.69,10.46,6.27,7.88,11.04
a_1,1.55,1.58,1.78,1.67,1.16,10.25,6.18,6.7,6.55,6.11,7.44,8.36,13.23,3.42,8.96,11.93
h_1,1.84,2.69,2.08,1.62,1.73,1.49,16.82,7.77,8.47,7.9,8.79,8.05,7.37,8.54,8.33,18.6
d_0,1.67,1.71,1.21,3.88,2.19,1.69,6.03,15.2,6.33,5.54,8.71,8.83,15.0,9.46,9.61,14.37
g_1,1.48,1.61,3.15,1.38,1.84,1.91,6.36,5.99,21.51,9.32,7.38,13.44,12.21,8.88,10.98,7.93
c_0,1.69,2.33,2.34,1.23,1.23,1.82,8.0,9.56,6.87,17.46,17.34,9.19,12.93,12.31,11.3,17.44
b_0,1.95,2.1,2.09,1.74,0.86,1.65,7.52,8.88,7.38,8.98,19.69,8.45,15.72,18.52,11.64,16.64
f_0,1.57,1.05,1.87,1.81,2.33,2.36,7.71,9.93,7.58,8.54,9.48,20.7,14.7,9.61,23.22,13.37
h_0,2.0,2.6,1.9,1.97,2.0,1.87,3.72,8.19,8.23,7.79,7.41,7.93,7.71,7.45,9.98,16.64
a_0,1.95,2.07,1.99,1.97,1.85,0.99,8.17,10.35,6.32,8.14,10.9,9.61,17.84,23.91,11.21,14.38
e_0,0.9,2.31,2.13,2.08,2.37,1.58,7.5,8.26,7.32,9.36,8.46,10.06,16.69,9.07,24.18,17.65
g_0,1.69,1.73,3.05,1.84,1.82,1.78,6.17,6.63,4.8,8.83,9.76,12.35,13.28,10.65,9.58,8.09
