,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.59,1.01,0.99,0.95,0.94,0.25,0.19,0.29,0.2,0.17,0.23,0.16,0.2,0.26,0.16
f_1,0.82,0.42,0.88,0.98,0.98,0.81,0.19,0.19,0.28,0.16,0.17,0.23,0.1,0.16,0.15,0.16
d_1,1.16,1.09,0.4,1.01,0.9,0.74,0.24,0.28,0.18,0.19,0.19,0.17,0.13,0.18,0.17,0.1
c_1,0.81,0.97,1.23,0.4,0.88,0.96,0.32,0.12,0.29,0.29,0.17,0.2,0.14,0.2,0.17,0.13
b_1,1.12,1.16,1.01,0.64,0.38,0.98,0.38,0.25,0.28,0.3,0.32,0.22,0.16,0.23,0.19,0.16
a_1,1.31,1.26,1.17,1.36,0.72,0.32,0.4,0.31,0.41,0.28,0.35,0.29,0.2,0.31,0.28,0.18
h_1,1.71,1.94,1.56,1.81,1.8,1.51,0.28,0.34,0.42,0.33,0.31,0.29,0.29,0.29,0.3,0.22
d_0,1.26,1.87,2.65,2.13,2.05,1.75,0.62,0.3,0.64,0.42,0.39,0.42,0.32,0.41,0.4,0.35
g_1,1.93,1.89,1.72,2.07,2.26,1.62,0.48,0.45,0.27,0.4,0.42,0.38,0.23,0.36,0.36,0.35
c_0,2.25,2.1,1.3,2.94,2.16,1.88,0.69,0.6,0.54,0.29,0.45,0.41,0.28,0.4,0.45,0.29
b_0,1.96,2.21,1.8,2.59,2.62,1.88,0.59,0.45,0.64,0.27,0.29,0.39,0.29,0.41,0.39,0.26
f_0,2.23,2.66,2.02,2.11,2.0,1.8,0.69,0.48,0.41,0.4,0.42,0.28,0.3,0.42,0.47,0.21
h_0,2.62,2.57,2.19,2.19,2.4,1.91,0.76,0.5,0.66,0.49,0.44,0.45,0.43,0.39,0.38,0.33
a_0,2.62,2.66,2.26,2.73,2.82,2.83,0.7,0.66,0.68,0.44,0.27,0.54,0.34,0.26,0.44,0.4
e_0,2.89,3.75,2.27,2.41,2.28,2.36,0.73,0.6,0.6,0.5,0.49,0.28,0.39,0.45,0.28,0.33
g_0,2.58,2.78,2.55,2.8,2.43,2.25,0.63,0.53,0.77,0.55,0.54,0.5,0.3,0.5,0.44,0.39
