,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,12319.98,294.77,180.82,188.78,268.17,1789.38,238037.51,557121.64,766490.99,892268.96,1298481.89,,4327744.93,8127758.83,,16015100.44
e_1,160.13,13937.49,132.4,234.57,449.02,1358.8,267639.86,302365.19,725325.79,1425247.55,968102.56,2527978.0,5070394.75,7016578.03,,14299468.86
d_1,185.43,176.55,15867.59,210.67,300.98,1603.89,266628.45,448284.05,1220122.09,,1159281.27,3492920.08,4987455.43,7201882.32,7024658.87,14677110.62
c_1,133.34,185.06,205.27,17594.09,623.96,1708.09,272119.28,334338.49,,980486.61,802855.19,2444469.81,3983607.38,8958049.98,6325872.13,17753321.32
b_1,197.52,165.07,206.24,228.37,27488.44,2412.3,243432.9,327078.37,599994.94,657843.95,,2338637.22,5323494.75,9794530.14,11527610.25,15164907.65
a_1,189.55,166.93,226.39,180.49,329.04,203639.88,228810.25,488273.19,551195.01,982050.77,758678.0,2493709.62,,8248077.66,,18110932.71
h_1,926.25,616.9,819.91,726.31,1175.47,3305.69,13614210.07,2749190.37,3832153.37,2258242.36,4282182.55,8171416.6,13082850.39,,23149564.11,77306122.58
g_1,528.36,502.52,1335.78,965.94,943.37,4196.51,810369.65,29052255.01,1866742.48,1970921.35,4567873.8,20018946.69,16311844.72,29344723.25,37300053.16,
c_0,657.52,893.37,1074.27,,1418.55,8703.88,1386632.51,2690023.61,23983415.77,3406530.72,12919239.02,15570291.87,25937846.91,33942899.26,30085639.58,53713728.45
d_0,775.48,978.39,,2120.25,1631.84,8065.69,2251335.83,1722286.57,2283192.05,24909658.02,6747833.42,11018228.38,20520860.5,33130343.98,28241745.92,65731949.16
b_0,956.9,1111.96,1006.91,863.18,,5833.45,1158656.18,2472532.34,3707006.35,3261571.97,47251429.51,14907726.26,41462164.16,40342991.05,34566479.52,74705991.87
f_0,,917.92,1161.89,1243.68,1005.2,8446.26,1093742.04,2456850.32,4862212.98,4044625.06,6194679.51,107365885.78,23174544.72,35276661.94,100097676.13,54221758.6
a_0,736.42,674.99,1130.82,1051.8,1330.5,,1344613.34,1721615.11,3613644.71,3996996.05,7923799.93,10795402.37,247198958.37,54308638.81,,76895442.84
h_0,1625.15,1200.05,1321.53,1412.87,1971.22,9938.02,,6648774.78,5894324.52,5857199.09,11106689.07,11712577.77,32721073.58,,72744382.28,136710510.75
e_0,,,977.71,1139.6,1068.45,,1606170.85,2774653.57,4111028.39,4753832.76,6270911.52,12281286.4,,38348506.1,485040391.63,82333521.08
g_0,1053.59,1431.51,2120.03,1745.58,2257.37,12552.19,2100708.97,,5790409.92,3493462.96,12006841.72,25947406.28,30358424.35,40510588.04,61982284.18,
