,e_1,f_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,a_0,h_0,e_0,g_0
e_1,98.18,52.51,82.11,75.2,105.57,439.39,7872.3,14645.0,28083.56,33639.97,44860.08,39490.91,77290.98,129595.44,124706.28,247332.56
f_1,68.83,108.44,74.32,78.24,85.18,352.48,6370.25,13434.5,14603.48,29539.98,27548.66,39857.36,77076.9,100784.53,90586.52,206126.76
c_1,44.94,47.24,134.7,70.19,122.78,351.53,6905.36,11901.47,11263.36,22435.04,36352.22,32317.69,71224.9,110336.22,124815.64,183133.72
d_1,43.56,50.26,53.26,150.56,70.88,378.7,6293.65,11663.46,9477.76,49205.9,37376.87,42715.33,85507.75,101653.84,119779.2,177667.62
b_1,34.87,45.55,56.59,74.89,164.82,586.97,6303.38,10744.72,14508.35,31393.94,33363.53,30960.63,53769.72,96462.55,114603.23,222063.08
a_1,21.97,32.3,40.05,42.36,40.38,590.03,4208.16,6583.37,8248.17,19919.16,19672.19,21775.07,25003.88,58336.92,80761.73,100434.07
h_1,13.39,18.71,18.23,21.65,22.69,108.29,3016.94,4607.99,4089.89,8417.3,9889.71,10383.4,17943.27,24165.93,34749.36,67132.19
g_1,10.14,10.3,15.84,25.96,17.89,91.76,1396.21,4998.8,2745.14,7664.87,11200.59,8833.14,16049.94,22753.84,28906.93,36367.42
d_0,8.14,13.11,26.46,12.52,18.26,83.99,1614.51,3065.93,4580.52,5759.81,8247.93,8448.88,16174.42,22433.99,25071.22,49544.75
c_0,8.29,11.13,9.8,12.22,13.08,60.97,1320.96,2599.72,2642.79,8687.22,6710.21,12104.2,14136.68,18238.35,21267.63,39798.21
f_0,7.29,7.88,12.28,12.77,14.18,68.32,1256.1,2065.29,2773.62,5465.72,9506.66,7607.56,14604.67,20180.98,38644.55,30083.79
b_0,8.45,9.7,12.73,14.26,8.7,48.93,1226.45,2663.0,2253.79,5172.61,6139.62,10278.2,21926.5,18072.5,19959.61,34341.34
a_0,6.68,7.38,9.07,9.58,11.38,44.48,1073.56,2041.77,1895.43,4604.47,5838.9,4380.71,16796.67,15116.44,19383.62,24835.85
h_0,5.27,8.94,8.44,10.12,9.79,44.02,745.0,1948.2,2090.75,4539.45,3902.44,4656.27,10527.76,11001.31,15165.56,30901.61
e_0,3.28,7.82,7.45,9.68,9.61,47.99,902.03,1416.74,1563.38,4269.2,3416.59,4766.81,7170.29,13333.37,24329.4,22647.33
g_0,4.2,5.38,7.63,10.83,7.86,36.76,681.54,1198.68,1359.72,3090.35,5289.61,4162.31,7391.42,10079.36,14731.88,17885.33
