,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.52,0.97,0.86,1.19,1.02,0.8,1.19,1.09,1.76,1.09,1.17,1.15,1.34,1.03,0.89,1.15
f_1,1.44,1.53,0.87,1.05,1.01,0.69,1.02,0.97,1.24,1.08,1.05,0.88,1.17,0.84,0.62,1.21
d_1,1.1,1.19,1.59,0.83,0.84,0.82,1.22,1.02,1.02,1.84,1.35,1.18,1.35,1.17,1.13,1.05
c_1,0.94,0.98,1.08,1.59,1.44,0.86,1.21,1.06,1.01,0.85,0.95,1.2,1.23,1.03,1.19,1.08
b_1,0.97,1.05,1.16,0.98,1.62,1.36,1.19,1.18,1.1,1.19,1.03,1.19,1.21,0.95,0.99,1.21
a_1,1.17,1.26,1.11,1.07,0.92,1.8,1.35,1.13,1.39,1.45,1.36,1.31,1.65,0.87,1.2,1.41
h_1,1.25,1.58,1.28,1.19,1.11,0.97,1.87,1.64,1.24,1.37,1.44,1.35,1.28,1.22,1.2,1.76
g_1,1.18,1.37,1.69,1.25,1.08,1.01,1.32,1.95,1.29,1.51,1.53,1.93,1.44,1.33,1.57,1.24
d_0,1.17,1.31,1.07,1.9,1.43,1.0,1.62,1.44,1.82,1.12,1.46,1.41,1.54,1.28,1.33,1.5
c_0,1.45,1.57,1.16,1.31,1.04,0.9,1.67,1.46,1.62,1.83,2.25,1.37,1.75,1.54,1.43,1.61
b_0,1.44,1.55,1.27,1.38,1.03,0.95,1.6,1.42,1.55,1.32,1.87,1.3,1.69,2.24,1.31,1.71
f_0,1.16,1.38,1.53,1.24,1.25,0.98,1.77,1.34,1.52,1.71,1.63,1.89,1.78,1.46,2.28,1.64
h_0,1.43,1.68,1.42,1.37,1.3,0.87,1.43,1.64,1.64,1.52,1.42,1.48,1.44,1.18,1.25,1.9
a_0,1.47,1.66,1.41,1.27,1.19,0.93,1.56,1.53,1.51,1.73,1.33,1.39,1.96,1.99,1.42,1.68
e_0,1.36,1.85,1.35,1.26,1.42,1.16,1.78,1.56,1.45,1.6,1.72,1.26,2.04,1.37,1.96,1.58
g_0,1.37,1.37,1.79,1.39,1.17,1.12,1.56,1.5,1.47,1.65,1.55,1.9,1.63,1.52,1.53,1.56
