,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.35,1.11,0.85,1.28,1.11,0.81,1.84,1.86,3.44,1.99,2.05,2.17,2.83,1.77,1.56,2.32
f_1,1.69,2.38,1.03,1.01,0.94,0.74,1.79,1.58,2.15,1.94,1.97,1.41,2.47,1.71,1.22,2.22
d_1,1.12,1.17,2.49,0.83,0.96,0.88,1.8,1.79,1.68,3.56,2.72,2.08,2.74,1.96,1.9,2.41
c_1,0.97,1.08,0.95,2.56,1.69,0.89,2.07,1.48,2.01,1.24,1.52,2.09,2.45,1.65,1.68,2.33
b_1,1.04,1.21,1.02,1.0,2.6,1.51,1.99,1.73,2.04,1.98,1.45,2.34,2.4,1.41,2.01,2.09
a_1,1.1,1.14,1.11,1.17,0.84,3.1,2.05,2.06,2.43,2.07,2.28,2.3,2.75,1.77,1.97,2.62
h_1,1.08,1.47,1.25,1.03,1.1,0.72,3.54,2.5,2.0,2.16,2.06,2.22,2.19,1.75,1.81,3.18
g_1,1.02,1.06,1.65,0.96,1.09,0.76,1.94,3.71,1.95,2.37,2.2,3.19,2.68,1.92,2.25,2.1
d_0,1.05,1.13,0.8,1.89,1.22,1.0,2.05,1.87,3.34,1.53,2.14,2.35,2.84,1.89,1.77,2.3
c_0,1.19,1.31,1.3,0.91,0.87,0.9,1.92,2.01,2.41,3.51,4.02,2.25,3.26,2.64,1.95,2.81
b_0,1.25,1.25,1.25,1.19,0.9,0.72,2.06,2.19,2.54,2.52,3.49,2.5,3.22,3.45,2.03,2.69
f_0,1.05,0.98,1.31,1.23,1.03,0.97,2.42,1.96,2.68,2.36,2.37,3.45,3.04,2.19,3.92,3.02
h_0,1.26,1.47,1.28,1.03,1.07,0.82,1.68,2.35,2.01,2.35,1.89,2.27,2.29,1.97,1.62,3.32
a_0,1.24,1.33,1.29,0.99,1.01,0.79,2.12,1.91,2.3,2.41,2.53,2.08,3.32,3.79,2.01,2.5
e_0,0.97,1.32,1.4,0.96,1.05,0.99,2.37,1.94,2.21,2.53,2.6,2.63,2.99,1.97,3.95,3.12
g_0,1.0,1.06,1.67,1.06,1.07,0.84,1.88,1.74,1.92,2.55,2.27,3.32,2.9,1.92,2.38,2.12
