,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.67,3.23,5.7,5.77,5.88,5.03,2.55,3.01,2.52,2.24,2.63,2.08,1.59,1.78,,1.89
f_1,7.28,0.67,7.06,5.26,5.39,4.34,2.08,2.21,2.38,1.68,,1.65,1.41,2.0,1.65,1.95
d_1,7.56,5.48,0.65,7.95,5.83,6.73,2.43,1.56,,3.39,1.84,2.18,1.77,1.96,1.87,1.08
c_1,6.3,5.47,5.18,0.64,6.69,8.18,3.18,2.62,1.57,,2.08,2.15,1.89,,1.86,1.39
b_1,5.97,7.23,6.35,4.14,0.63,9.16,2.28,3.99,1.73,3.85,2.67,,1.49,2.11,1.86,1.85
a_1,6.91,8.6,6.49,7.53,4.13,0.57,3.24,2.89,2.96,2.09,,3.43,2.46,,2.04,2.75
h_1,5.18,4.86,4.81,4.43,5.28,5.36,0.62,2.16,1.82,1.45,1.75,1.52,,1.66,1.49,1.68
g_1,5.83,6.12,7.52,6.26,4.14,5.86,1.81,0.59,2.05,1.69,2.23,2.09,1.23,2.14,1.45,
d_0,3.06,4.77,,4.65,6.01,5.29,2.19,2.45,0.69,1.65,1.66,1.62,1.33,1.93,1.66,1.49
c_0,5.21,6.69,2.34,,3.89,4.21,2.68,2.49,2.49,0.69,1.73,2.57,1.46,1.88,1.65,1.24
f_0,4.6,,5.77,5.35,4.33,,2.61,1.43,2.25,1.83,0.67,2.45,1.8,1.26,2.57,0.87
b_0,6.13,5.61,5.55,5.67,,4.51,2.35,2.14,1.7,1.08,1.83,0.69,1.34,2.3,1.98,1.34
h_0,4.86,4.95,4.46,4.08,4.79,3.24,,2.35,1.64,2.0,1.1,1.73,,1.21,1.83,1.55
a_0,6.31,6.91,5.65,,7.1,,2.44,2.54,2.02,2.12,2.78,1.24,1.91,0.61,,2.15
e_0,,9.56,6.83,5.65,6.99,5.88,3.19,3.34,1.79,2.38,1.16,2.45,1.41,,0.62,1.5
g_0,4.44,5.23,7.34,6.03,4.72,3.66,1.83,,2.25,2.04,2.55,1.51,1.24,1.48,1.42,
