,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.34,1.73,0.98,0.99,0.94,0.68,1.84,2.2,1.69,1.99,1.98,1.38,2.76,1.87,2.34,1.19
e_1,1.12,2.37,0.92,1.26,1.07,0.78,1.87,3.67,1.65,2.07,2.19,2.21,2.74,1.82,2.74,1.29
d_1,1.23,1.12,2.46,0.9,0.89,0.73,1.89,1.66,1.9,3.67,2.52,2.06,2.72,1.97,2.45,2.01
c_1,1.05,0.96,1.06,2.49,1.69,0.83,1.74,1.87,1.68,1.41,1.45,2.17,2.6,1.9,2.38,1.88
b_1,1.16,0.97,0.98,1.06,2.61,1.67,2.12,2.21,1.6,1.93,1.68,2.14,2.43,1.33,2.39,1.86
a_1,1.14,1.1,1.14,1.13,0.85,3.2,2.44,2.11,1.87,1.94,2.09,1.78,3.02,1.72,2.26,1.76
h_1,1.41,1.2,1.34,1.15,1.03,0.7,3.42,1.67,2.29,2.04,2.29,1.99,2.19,1.74,3.06,1.85
d_0,1.18,1.0,0.71,1.95,1.29,0.91,2.2,3.26,1.49,1.47,2.04,2.08,2.41,1.69,2.81,2.14
g_1,1.15,1.07,1.69,0.92,0.94,0.82,1.97,1.91,3.88,2.56,2.52,3.3,3.24,2.29,2.17,2.01
c_0,1.32,1.26,1.24,1.01,0.8,0.88,2.02,2.18,1.88,3.39,4.3,2.31,3.19,2.88,2.58,2.17
b_0,1.3,1.19,1.4,1.14,0.86,0.61,2.21,2.1,1.8,2.41,3.61,2.07,3.05,3.83,2.84,2.06
f_0,1.01,0.86,1.33,1.23,1.21,0.88,2.26,2.32,1.98,2.41,2.72,3.6,3.54,2.52,2.65,4.0
h_0,1.52,1.17,1.34,1.05,0.99,0.81,1.65,1.93,2.44,2.11,2.27,1.89,2.16,2.14,3.05,1.81
a_0,1.22,1.16,1.36,1.3,1.07,0.68,2.3,2.2,2.08,2.14,2.53,2.29,2.99,3.53,2.93,1.78
g_0,1.07,0.96,1.58,1.29,1.16,0.82,2.19,1.87,1.53,2.31,2.53,2.98,2.65,2.16,2.23,2.09
e_0,1.27,0.76,1.21,1.22,1.27,0.96,2.16,2.3,1.9,2.24,2.46,2.36,3.68,2.06,2.95,3.7
