,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,g_0,a_0,e_0
e_1,101.64,48.48,65.15,88.55,102.55,304.85,7748.14,14096.08,24815.51,17672.86,39040.19,39860.04,81041.71,142963.14,121579.29,138814.68
f_1,71.41,108.69,56.56,71.27,79.81,294.36,6144.37,13124.74,16070.85,23098.28,37745.86,23590.93,62166.24,129458.5,107920.94,128987.8
d_1,41.11,52.39,134.27,52.7,91.06,278.76,5929.24,11918.32,11021.36,30960.89,37684.48,35853.58,80921.96,125048.32,122462.14,134811.58
c_1,38.08,44.04,65.75,145.61,129.66,262.09,5765.83,11333.89,10982.0,11439.87,21436.39,30361.14,74042.75,134570.02,118873.43,116337.12
b_1,34.07,44.14,53.98,52.77,183.64,398.45,4311.69,9918.86,12591.49,20734.63,21752.16,33311.35,72094.75,125043.29,96258.53,129832.46
a_1,25.6,29.63,33.78,44.11,47.48,497.72,4004.33,8573.37,8397.99,8721.63,21851.28,20732.36,44172.35,80460.18,49765.31,74712.77
h_1,10.92,16.3,18.3,19.98,25.66,71.49,2932.35,4317.12,3591.76,5366.44,10274.41,12668.99,16295.9,51334.53,35121.14,41983.26
g_1,9.28,10.17,18.75,15.93,17.56,56.27,1388.84,5276.86,2481.2,4502.23,6947.9,12197.44,15716.56,24871.98,30482.43,32940.35
d_0,8.49,11.45,8.39,25.94,20.29,62.97,1430.22,3152.86,4678.5,3417.0,8326.31,8990.46,17116.73,30581.83,27488.25,33632.06
c_0,9.88,9.04,12.23,12.29,12.84,68.39,1472.0,2831.15,3411.83,6200.67,13701.75,8480.56,14969.07,34910.41,27085.58,26432.81
b_0,6.88,8.32,11.32,14.75,12.41,45.1,1192.21,2335.75,2479.22,2566.06,9337.64,5829.54,13774.33,27391.52,36340.25,23969.76
f_0,6.02,6.64,11.45,12.91,14.33,52.5,899.12,2099.12,2522.96,3619.66,6240.35,9421.89,14427.2,27466.0,25440.91,43675.93
h_0,6.13,9.98,8.11,9.73,11.6,39.34,706.08,2249.35,2056.82,2812.6,4722.9,4385.42,8323.46,25367.3,17450.26,17766.02
g_0,4.65,5.57,10.69,7.92,10.27,32.95,647.47,1077.49,1505.79,1999.74,3849.0,5098.9,7880.47,12509.16,11302.66,13818.17
a_0,5.05,5.86,6.75,8.46,9.87,30.61,725.14,1325.78,1691.63,2585.59,3678.24,3665.3,9811.5,17518.02,24181.6,13980.07
e_0,2.8,5.48,6.87,8.73,10.24,32.3,789.54,1343.86,1657.39,2328.21,3906.19,3531.85,8436.65,17200.07,14270.48,27313.6
