,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,13133.56,5212.48,12331.38,9849.72,13025.28,52988.92,9879046.67,14039083.4,18632294.12,23356246.28,34256890.76,31597468.63,163908477.55,119073553.79,124474723.28,419342510.11
d_1,6520.06,13299.53,7068.84,7939.54,12368.63,64924.29,11085384.62,17006653.56,36444483.09,16096572.11,47459416.07,47342738.53,171334462.89,154088802.9,177267791.94,448609787.13
e_1,6422.35,5267.96,17377.1,11137.03,12962.81,57335.31,11887167.13,15556169.96,20171742.21,37273473.65,35839599.31,46296021.28,187983312.81,117610185.94,144773181.68,489350655.04
c_1,6068.85,5530.29,6684.9,21749.93,22775.03,71296.99,10544235.65,13811696.35,13347975.6,21856960.2,27004937.44,42972867.48,168952302.84,118688067.44,152494688.42,457706753.92
b_1,5648.76,6166.17,6511.87,8144.64,36264.03,134786.82,10207521.27,15134672.92,18810082.66,21719625.97,26001793.18,45242263.48,169004927.02,103839292.95,170642321.71,522631388.6
a_1,6709.7,5569.32,7351.8,9847.78,14266.73,251316.83,13257238.3,15965903.6,21636651.7,20657128.73,36658941.03,47730793.76,180870044.88,90092482.28,186537487.49,510020450.77
h_1,7886.09,6376.5,8414.23,10311.53,11930.91,64232.03,22185358.11,21259120.34,22666667.2,20584349.14,42826376.09,47849077.98,152706889.1,142158116.55,187372940.2,678361511.75
g_1,6327.03,8899.65,6208.26,9216.59,14095.69,64902.01,10987133.24,34600279.67,25942499.23,19650446.04,38241761.09,67899453.95,169065442.08,137521830.7,220350005.02,464819996.56
c_0,7334.41,7419.67,7571.55,8461.75,10887.4,54421.77,11794674.77,19324881.38,35403203.31,23782001.57,71456863.73,53313894.74,211196587.55,176548296.17,178717824.23,515959078.9
d_0,6309.5,4745.51,7198.63,16618.0,15429.99,57808.88,11883893.19,16574539.11,16548403.75,35322316.34,41838673.88,50709014.95,176376351.9,139986784.91,180069698.84,478564502.03
b_0,6727.05,7088.27,7925.85,11206.18,9586.25,52741.47,12882601.64,18332827.56,25718114.62,25628798.83,66267473.54,54048280.0,205393845.57,246014902.8,189895583.41,537074051.25
f_0,5540.3,7212.57,6307.87,10707.46,15028.88,70492.02,12706653.83,17033813.56,26059482.66,24589897.04,46748390.15,79353842.88,207446207.49,151001651.18,369692885.99,562866789.75
h_0,8595.53,7291.22,7934.64,8698.13,12709.37,63567.46,8462888.81,21899026.98,24060289.14,21414991.23,40669652.11,44986312.63,160182051.51,122600860.87,167310201.72,657554902.58
a_0,6599.64,6618.3,8193.06,10869.22,13921.35,51026.41,10397061.27,18094565.48,24447466.2,25241136.33,41324106.28,49301748.4,197481761.71,265600633.14,218574706.88,461420059.28
e_0,6931.36,6424.37,6830.22,9832.67,15037.92,75751.23,12251954.94,19813405.36,26214257.88,22426254.7,50272208.86,51171930.62,200138574.35,162889508.55,355600571.6,499826493.63
g_0,5861.73,9190.03,7561.02,9041.02,11399.51,66587.84,11105818.3,13987528.79,24061878.59,18784949.72,44293874.48,71424593.97,192348088.9,132976939.84,209660452.62,482650716.34
