,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
d_1,10755.38,1230.87,922.33,2041.13,3665.06,17548.04,1427828.88,2547682.09,1348326.1,9346582.32,7381223.41,14787368.62,49615408.7,38915599.38,101011721.45,79178278.79
f_1,955.05,12041.85,2275.22,2671.43,2901.13,10870.16,1489662.97,2689844.07,4036253.86,4492614.34,6057433.85,3567019.91,45179404.5,34362528.41,113264802.5,40032721.4
e_1,1079.09,1249.02,12289.72,2642.93,3566.1,14469.76,1581806.49,2284065.01,7411732.73,4920323.81,6997283.31,12822502.81,35381753.74,35715344.48,84310141.84,17224408.38
c_1,1013.86,1040.2,1159.85,30420.73,6219.06,12408.84,1876300.01,3195714.47,4647508.92,901501.79,4485664.81,14338472.65,40936464.48,31393851.84,86072816.66,80330887.9
b_1,1293.05,1121.5,1240.33,2635.46,44069.99,23621.64,1279211.58,2584102.81,4000961.15,4064548.36,1579178.7,15459073.02,38694389.75,34372153.76,103421352.21,73617666.84
a_1,1163.89,1220.9,1187.54,2374.54,3069.11,250835.56,1758523.58,3266702.28,4235088.42,4941620.03,7220038.73,14380361.42,35096974.03,8544390.26,95772680.67,67444043.97
h_1,1963.52,3196.2,1807.13,4399.06,5798.24,19794.14,10674755.45,7307970.7,6646524.23,6898943.36,9728374.92,19602002.85,32140177.0,68868844.32,191309246.72,129489898.65
g_1,3209.65,1742.75,1777.32,5329.42,5787.67,14055.53,2086000.28,22162020.0,6222165.14,8572222.09,11376537.87,28120092.63,68915093.2,60487309.7,30070738.03,123599296.71
d_0,819.69,2338.67,2242.36,8444.87,5672.44,20119.14,2982499.7,4132775.21,20170443.21,6821056.9,13193393.45,21563143.56,77586199.86,53662648.22,154687082.62,183583346.52
c_0,1945.56,2470.67,2057.73,2395.98,6070.42,28494.56,3041343.61,4511024.82,8420641.51,22263870.12,24597160.52,25295502.83,99062685.18,80201692.12,133931532.47,178874935.07
b_0,2365.3,2853.92,1910.03,5358.57,2136.49,20104.14,3127211.56,5022718.53,7414464.1,9683581.74,35908340.96,20377852.42,91050769.71,125584113.02,197551826.45,107923288.35
f_0,2529.1,1024.47,1848.48,3987.32,6196.02,24787.58,3331600.72,4620568.89,8835839.11,9778986.48,13003833.2,77535290.2,67974627.21,84350055.5,182662862.96,365151591.59
h_0,2084.94,3748.43,1993.07,3404.13,6021.85,21498.02,1051679.57,5239902.4,6490344.22,8945030.86,11630531.19,23040991.4,28498124.23,64086398.84,204814245.72,103384458.47
a_0,1686.07,2701.91,2652.17,5382.88,4107.63,,2418910.1,4168934.34,10327604.15,10627163.88,13821217.0,25807612.91,88761510.97,247123933.09,189396977.72,100602989.52
g_0,3117.3,1689.47,2283.95,4572.28,4778.5,17301.59,2403604.2,,6307532.45,8009722.45,12707241.47,35909396.11,65132206.82,64115392.84,70505602.71,146292312.84
e_0,2644.96,2646.21,1063.12,4970.16,6945.04,18496.47,3051044.87,4454177.21,6743140.37,8529040.84,16407643.57,24029104.1,113477379.3,50653700.28,193362130.82,602122619.78
