,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.28,0.63,0.5,0.67,0.5,0.47,1.07,0.9,2.07,0.86,1.16,1.04,1.36,1.09,0.66,1.28
f_1,1.03,2.3,0.47,0.56,0.4,0.39,0.94,0.78,1.2,1.09,0.51,1.13,1.36,0.78,0.7,1.26
d_1,0.52,0.65,2.39,0.45,0.43,0.38,1.1,1.04,0.49,2.35,1.04,1.57,1.62,1.18,0.97,1.46
c_1,0.55,0.59,0.47,2.43,1.05,0.37,0.97,0.93,1.08,0.46,1.08,0.7,1.37,0.98,0.98,1.08
b_1,0.52,0.56,0.57,0.51,2.63,0.93,0.89,1.06,1.25,0.95,1.16,0.42,1.46,0.78,0.86,1.09
a_1,0.57,0.51,0.67,0.72,0.52,3.09,1.08,0.85,1.36,1.24,1.16,1.01,1.46,0.42,0.87,1.37
h_1,0.64,0.97,0.73,0.66,0.52,0.43,3.19,1.79,1.45,1.27,1.41,1.28,1.12,1.19,1.22,2.01
g_1,0.65,0.61,1.16,0.58,0.58,0.45,1.23,3.34,1.23,1.44,1.99,1.11,1.52,1.17,1.36,1.35
d_0,0.76,0.79,0.36,1.35,0.7,0.45,1.18,0.82,2.54,0.92,1.15,1.26,1.94,1.22,1.1,1.44
c_0,0.81,0.79,0.9,0.45,0.33,0.58,1.31,1.07,1.56,2.9,1.58,2.75,1.94,1.16,1.17,1.79
f_0,0.56,0.47,0.89,0.72,0.67,0.56,1.29,1.34,1.64,1.32,3.09,1.66,1.87,1.19,2.78,1.8
b_0,0.78,0.87,0.73,0.72,0.34,0.43,1.17,1.3,1.61,1.45,1.44,2.98,2.05,2.55,0.99,1.71
h_0,0.68,1.07,0.9,0.64,0.61,0.43,0.62,1.55,1.06,1.47,1.15,1.19,1.27,1.07,1.02,2.06
a_0,0.74,0.73,0.79,0.74,0.68,0.37,1.51,1.08,1.4,1.5,1.41,1.46,2.11,3.02,1.1,1.37
e_0,0.44,0.86,0.84,0.72,0.65,0.4,1.56,1.28,1.62,1.8,1.35,1.78,2.03,1.08,3.2,1.73
g_0,0.63,0.6,1.33,0.63,0.5,0.45,1.26,0.86,1.2,1.33,2.19,1.43,1.98,1.43,1.46,1.03
