,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.46,0.67,0.87,0.7,0.62,0.39,0.43,0.36,0.28,0.33,0.34,0.27,0.3,0.4,0.27
f_1,0.68,0.4,0.6,0.69,0.65,0.63,0.28,0.38,0.33,0.29,0.3,0.33,0.2,0.31,0.25,0.27
d_1,0.77,0.79,0.39,0.6,0.61,0.63,0.34,0.27,0.37,0.33,0.28,0.27,0.29,0.29,0.29,0.19
c_1,0.52,0.72,0.8,0.39,0.81,0.59,0.37,0.35,0.19,0.32,0.26,0.27,0.26,0.27,0.27,0.25
b_1,0.72,0.74,0.69,0.41,0.37,0.81,0.34,0.39,0.32,0.39,0.5,0.32,0.28,0.27,0.33,0.29
a_1,0.7,0.76,0.71,0.69,0.39,0.31,0.41,0.38,0.35,0.32,0.44,0.39,0.27,0.42,0.31,0.24
h_1,0.58,0.7,0.61,0.61,0.68,0.55,0.23,0.41,0.28,0.28,0.27,0.28,0.27,0.26,0.25,0.23
g_1,0.6,0.66,0.67,0.68,0.67,0.58,0.25,0.22,0.27,0.28,0.24,0.33,0.2,0.28,0.29,0.25
d_0,0.42,0.55,0.81,0.81,0.65,0.62,0.36,0.39,0.24,0.26,0.32,0.31,0.27,0.31,0.31,0.26
c_0,0.73,0.6,0.41,0.85,0.62,0.65,0.34,0.32,0.39,0.23,0.34,0.3,0.26,0.32,0.3,0.24
b_0,0.6,0.62,0.55,0.88,0.71,0.54,0.32,0.33,0.27,0.19,0.22,0.28,0.24,0.36,0.26,0.24
f_0,0.6,0.81,0.71,0.67,0.59,0.5,0.34,0.23,0.29,0.26,0.27,0.22,0.24,0.3,0.36,0.19
h_0,0.56,0.66,0.57,0.68,0.62,0.56,0.42,0.36,0.27,0.26,0.26,0.25,0.27,0.29,0.28,0.23
a_0,0.63,0.59,0.64,0.62,0.74,0.74,0.35,0.32,0.29,0.26,0.17,0.27,0.21,0.19,0.27,0.23
e_0,0.66,0.89,0.56,0.75,0.65,0.55,0.34,0.25,0.29,0.25,0.3,0.16,0.24,0.31,0.19,0.21
g_0,0.6,0.57,0.67,0.62,0.62,0.62,0.3,0.33,0.27,0.27,0.26,0.28,0.2,0.28,0.3,0.31
