,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.74,1.48,1.68,1.78,3.27,19.02,30.39,41.32,39.17,46.38,45.31,74.28,107.92,110.04,137.37
f_1,1.34,1.0,1.19,1.36,1.5,2.98,14.43,26.54,27.23,30.21,39.93,39.13,60.81,86.75,66.11,124.27
d_1,0.67,0.84,1.0,0.97,1.26,2.68,11.71,15.22,20.48,37.23,25.36,31.37,50.93,61.01,78.84,69.52
c_1,0.6,0.74,1.04,1.0,1.63,2.17,13.67,18.91,13.74,22.08,25.98,24.94,48.97,64.24,62.51,84.21
b_1,0.56,0.67,0.8,0.61,1.0,3.01,10.6,19.12,15.65,25.02,25.09,25.28,43.45,51.91,63.83,69.09
a_1,0.3,0.34,0.37,0.46,0.33,1.0,4.71,7.55,8.3,10.15,12.25,14.43,27.9,38.55,24.5,40.59
h_1,0.05,0.07,0.09,0.07,0.1,0.2,1.0,2.05,1.59,2.06,2.29,2.33,3.83,5.39,5.97,7.56
g_1,0.03,0.04,0.07,0.05,0.05,0.13,0.5,1.0,0.92,1.26,1.78,1.69,2.34,3.65,3.74,4.16
d_0,0.02,0.04,0.05,0.08,0.06,0.13,0.65,1.14,1.0,1.06,1.49,1.57,2.51,3.16,3.73,4.95
c_0,0.03,0.03,0.03,0.04,0.04,0.1,0.48,0.81,0.95,1.0,1.1,1.94,1.99,2.71,3.15,3.67
f_0,0.02,0.03,0.04,0.04,0.04,0.08,0.42,0.57,0.69,0.92,1.0,1.09,1.83,2.29,4.2,2.53
b_0,0.02,0.03,0.03,0.04,0.04,0.07,0.41,0.63,0.64,0.53,1.04,1.0,1.74,3.6,2.75,3.42
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.26,0.43,0.38,0.5,0.5,0.58,1.0,1.16,1.41,1.92
a_0,0.01,0.01,0.02,0.02,0.02,0.02,0.19,0.26,0.3,0.38,0.48,0.3,0.88,1.0,1.16,1.46
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.17,0.27,0.26,0.33,0.25,0.39,0.65,0.86,1.0,1.18
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.13,0.24,0.22,0.27,0.39,0.3,0.49,0.67,0.84,1.0
