,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.25,0.49,0.64,0.39,0.42,0.3,0.87,1.98,0.66,1.05,1.01,1.07,1.29,0.91,0.47,1.03
f_1,0.97,2.34,0.43,0.43,0.33,0.41,0.68,0.86,0.6,0.86,0.96,0.33,1.17,0.67,0.49,0.99
c_1,0.43,0.51,2.36,0.44,0.82,0.29,1.0,0.9,0.77,0.33,0.63,1.0,1.17,0.79,0.77,0.76
d_1,0.45,0.56,0.43,2.45,0.44,0.28,0.79,0.39,0.96,2.0,1.32,1.0,1.31,1.04,0.83,1.21
b_1,0.39,0.43,0.54,0.48,2.58,0.79,0.72,0.89,0.78,1.07,0.43,0.95,1.17,0.53,0.78,1.29
a_1,0.61,0.57,0.38,0.49,0.44,3.07,1.08,1.0,0.76,0.96,0.95,0.68,1.36,0.28,0.87,1.03
h_1,0.58,0.87,0.6,0.49,0.56,0.37,3.2,1.22,1.4,0.97,1.1,1.2,0.71,1.01,0.85,1.4
d_0,0.59,0.56,1.18,0.3,0.49,0.37,1.01,2.54,1.0,0.87,1.29,1.2,1.39,0.88,1.11,1.51
g_1,0.55,0.51,0.5,1.05,0.49,0.37,0.89,0.83,3.31,1.28,1.1,1.71,1.77,0.58,1.22,0.77
c_0,0.58,0.69,0.28,0.73,0.4,0.44,1.16,1.28,0.84,2.62,2.4,1.42,1.76,1.4,1.05,1.41
b_0,0.66,0.68,0.67,0.67,0.21,0.35,1.05,1.35,1.09,1.25,2.69,1.28,1.65,2.24,1.06,1.34
f_0,0.54,0.3,0.68,0.79,0.58,0.46,1.04,1.33,1.14,1.23,1.23,2.87,1.65,1.18,2.06,1.52
h_0,0.59,0.84,0.59,0.74,0.44,0.48,0.55,1.24,1.29,1.23,1.18,0.99,0.95,1.01,1.05,1.99
a_0,0.64,0.82,0.57,0.65,0.4,0.24,0.98,1.26,0.96,1.53,1.35,1.03,1.63,3.02,1.05,1.29
e_0,0.37,0.65,0.74,0.64,0.64,0.53,1.0,1.15,1.2,0.98,1.15,1.08,1.82,0.91,3.22,1.38
g_0,0.53,0.52,0.55,1.07,0.5,0.46,1.03,1.01,0.59,1.32,1.05,2.0,1.51,0.9,1.13,0.93
