,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.55,0.75,1.02,0.92,0.76,0.46,0.54,0.46,0.37,0.36,0.41,0.32,0.36,0.57,0.34
f_1,0.91,0.41,0.81,0.82,0.7,0.74,0.33,0.47,0.37,0.32,0.36,0.48,0.24,0.32,0.33,0.32
d_1,0.94,0.79,0.39,0.82,0.83,0.79,0.39,0.29,0.56,0.4,0.4,0.32,0.31,0.34,0.33,0.23
c_1,0.61,0.84,0.95,0.38,0.9,0.81,0.49,0.45,0.23,0.44,0.35,0.37,0.32,0.42,0.4,0.32
b_1,0.75,0.93,0.81,0.51,0.37,1.1,0.46,0.44,0.37,0.48,0.54,0.38,0.32,0.36,0.4,0.31
a_1,0.85,0.92,0.82,0.82,0.49,0.31,0.49,0.52,0.36,0.4,0.43,0.36,0.37,0.64,0.35,0.39
h_1,0.72,0.79,0.77,0.66,0.66,0.61,0.24,0.46,0.36,0.32,0.31,0.29,0.32,0.31,0.29,0.31
g_1,0.7,0.77,0.84,0.77,0.7,0.6,0.3,0.23,0.36,0.32,0.31,0.35,0.22,0.31,0.28,0.32
d_0,0.47,0.72,1.01,0.84,0.79,0.65,0.42,0.4,0.26,0.32,0.32,0.32,0.3,0.43,0.33,0.29
c_0,0.72,0.83,0.47,1.12,0.73,0.66,0.44,0.4,0.46,0.24,0.38,0.35,0.27,0.36,0.3,0.26
b_0,0.73,0.73,0.58,0.88,1.07,0.63,0.44,0.44,0.34,0.21,0.23,0.34,0.32,0.32,0.27,0.28
f_0,0.68,1.01,0.78,0.72,0.72,0.66,0.41,0.28,0.33,0.33,0.29,0.23,0.29,0.32,0.35,0.2
h_0,0.67,0.78,0.71,0.75,0.75,0.66,0.51,0.43,0.32,0.31,0.3,0.31,0.31,0.33,0.29,0.29
a_0,0.74,0.75,0.68,0.71,0.98,0.71,0.45,0.44,0.32,0.27,0.2,0.33,0.29,0.2,0.3,0.29
e_0,0.89,0.95,0.73,0.66,0.59,0.72,0.41,0.37,0.36,0.34,0.37,0.18,0.34,0.32,0.2,0.23
g_0,0.69,0.78,0.89,0.7,0.74,0.57,0.28,0.49,0.38,0.32,0.32,0.35,0.21,0.31,0.29,0.34
