,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.53,0.96,0.95,1.2,1.0,0.82,1.1,1.15,1.14,1.76,1.12,1.26,1.32,1.05,0.9,1.3
f_1,1.46,1.54,0.92,0.98,0.89,0.79,1.0,1.07,1.04,1.16,1.13,0.89,1.09,0.92,0.74,1.08
d_1,1.0,1.14,1.58,0.84,0.85,0.93,1.24,1.08,1.75,0.97,1.26,1.13,1.37,1.25,1.07,1.28
c_1,0.92,1.04,1.04,1.6,1.52,0.84,1.1,1.12,0.9,1.09,0.95,1.06,1.24,0.93,1.07,1.05
b_1,1.08,1.13,0.99,0.87,1.63,1.42,1.15,1.13,1.18,1.21,0.98,1.15,1.35,0.93,1.09,1.12
a_1,1.19,1.1,1.12,1.12,0.85,1.76,1.45,1.17,1.44,1.39,1.48,1.31,1.67,1.1,1.25,1.24
h_1,1.34,1.56,1.33,1.21,1.09,0.93,1.9,1.61,1.43,1.35,1.35,1.53,1.36,1.25,1.17,1.7
g_1,1.18,1.21,1.56,1.17,1.12,1.12,1.37,1.93,1.59,1.39,1.46,1.98,1.46,1.31,1.46,1.26
c_0,1.33,1.46,1.23,1.22,1.06,0.92,1.61,1.39,1.87,1.62,2.22,1.55,1.74,1.74,1.47,1.67
d_0,1.16,1.39,1.12,1.9,1.38,0.98,1.51,1.33,1.14,1.8,1.31,1.43,1.57,1.14,1.31,1.44
b_0,1.39,1.42,1.45,1.33,1.12,0.8,1.66,1.49,1.37,1.44,1.91,1.45,1.86,2.23,1.22,1.63
f_0,1.14,1.41,1.38,1.4,1.22,1.08,1.59,1.32,1.57,1.62,1.67,1.92,1.76,1.43,2.37,1.51
h_0,1.43,1.75,1.37,1.24,1.14,0.9,1.41,1.8,1.45,1.63,1.5,1.48,1.59,1.61,1.39,1.83
a_0,1.33,1.53,1.34,1.42,1.22,0.96,1.71,1.62,1.6,1.76,1.38,1.62,1.74,1.93,1.57,1.63
e_0,1.3,1.69,1.52,1.39,1.3,1.11,1.9,1.52,1.59,1.48,1.71,1.25,1.78,1.27,1.94,1.65
g_0,1.27,1.36,1.77,1.41,1.31,1.19,1.5,1.63,1.64,1.46,1.72,2.0,1.59,1.57,1.49,1.55
