,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.52,1.33,0.85,0.87,0.79,0.61,0.88,1.07,0.91,0.99,1.0,0.72,1.04,0.91,1.04,0.65
e_1,0.85,1.53,0.83,1.06,0.91,0.7,1.03,1.69,0.96,0.98,1.09,1.14,1.2,0.88,1.19,0.78
d_1,1.06,0.96,1.56,0.77,0.84,0.67,0.99,0.93,0.92,1.62,1.1,1.0,1.12,0.95,0.96,0.95
c_1,0.92,0.81,0.98,1.57,1.34,0.69,0.95,0.8,0.93,0.73,0.77,1.07,1.1,0.92,0.97,0.82
b_1,1.01,0.88,0.9,0.8,1.61,1.4,1.16,1.06,0.93,1.04,0.85,0.99,1.01,0.7,1.06,0.92
a_1,1.11,1.04,1.05,1.05,0.7,1.78,1.51,1.11,1.19,1.05,1.3,0.98,1.36,0.97,1.01,0.94
h_1,1.44,1.14,1.27,1.21,0.98,0.71,1.8,1.03,1.46,1.16,1.29,1.12,1.18,0.97,1.52,1.09
d_0,1.16,0.91,0.85,1.97,1.23,1.0,1.47,1.74,1.09,0.97,1.32,1.31,1.3,0.96,1.52,1.22
g_1,1.2,1.11,1.57,1.05,1.06,0.82,1.16,1.21,1.91,1.44,1.43,1.79,1.49,1.21,1.14,1.11
c_0,1.31,1.27,1.11,1.13,0.89,1.01,1.35,1.41,1.22,1.75,2.33,1.41,1.6,1.47,1.38,1.25
b_0,1.33,1.24,1.33,1.33,0.92,0.76,1.39,1.39,1.17,1.23,1.81,1.27,1.6,2.03,1.35,1.24
f_0,1.16,0.94,1.38,1.3,1.21,0.92,1.44,1.43,1.2,1.35,1.62,1.82,1.69,1.46,1.27,2.06
h_0,1.59,1.24,1.39,1.17,1.13,0.87,1.22,1.31,1.58,1.35,1.37,1.23,1.26,1.29,1.59,1.08
a_0,1.29,1.33,1.46,1.37,1.25,0.84,1.65,1.51,1.39,1.26,1.29,1.37,1.41,1.76,1.65,1.21
g_0,1.19,1.1,1.73,1.44,1.21,0.97,1.43,1.33,1.15,1.41,1.52,1.92,1.4,1.28,1.32,1.27
e_0,1.5,0.92,1.28,1.48,1.3,1.08,1.45,1.49,1.41,1.43,1.61,1.27,1.9,1.27,1.55,1.88
