,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.01,0.1,0.08,0.1,0.12,0.17,0.12,0.19,0.23,0.21,0.34,,0.18,0.4,0.36,0.43
e_1,0.05,0.01,0.09,0.12,0.11,0.14,0.18,0.17,0.35,0.2,0.23,0.27,0.22,0.34,0.36,
d_1,0.08,0.08,0.01,0.08,0.09,0.15,0.14,,0.12,0.18,0.21,0.18,0.23,0.32,0.17,0.26
c_1,0.05,0.05,0.07,0.01,0.07,0.12,0.11,0.09,0.22,,0.16,0.22,0.2,0.27,0.15,
b_1,0.04,0.04,0.04,0.03,,,0.08,0.12,0.1,0.1,,0.11,0.1,,0.12,0.16
a_1,0.01,0.01,0.01,0.01,,,0.02,0.04,0.04,0.03,0.03,0.04,0.05,,0.04,
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
