,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.42,2.18,1.35,1.41,1.36,1.3,2.53,2.62,3.19,3.01,3.37,2.44,3.68,3.15,2.5,3.85
e_1,1.38,2.43,1.39,1.8,1.56,1.42,2.96,2.77,4.97,3.35,3.09,3.53,3.96,3.5,2.99,4.34
d_1,1.63,1.41,2.58,1.3,1.46,1.38,3.01,2.63,2.68,4.93,3.81,3.19,4.05,3.69,3.86,4.12
c_1,1.45,1.27,1.46,2.6,2.28,1.48,2.83,3.14,2.86,2.12,2.38,3.01,3.96,3.14,3.37,3.46
b_1,1.55,1.34,1.56,1.37,2.74,2.62,2.62,2.88,3.08,3.15,2.4,3.59,4.27,2.67,3.33,3.64
a_1,1.66,1.44,1.62,1.65,1.16,3.36,3.11,3.09,3.26,3.32,3.27,3.58,4.2,3.15,3.21,4.06
h_1,1.95,1.55,1.69,1.45,1.54,1.34,4.16,3.69,3.1,3.25,3.47,3.32,3.28,2.9,3.55,4.97
g_1,1.35,1.29,2.28,1.53,1.6,1.39,2.84,4.64,2.71,3.36,3.2,4.48,4.03,3.8,3.89,3.77
d_0,1.59,1.34,1.3,2.42,1.64,1.56,3.23,3.15,4.14,2.53,2.86,3.49,4.01,3.19,3.52,4.26
c_0,1.7,1.67,1.61,1.53,1.2,1.44,3.19,3.18,3.51,4.34,5.52,3.33,4.81,4.46,3.47,4.91
b_0,1.6,1.68,1.57,1.77,1.22,1.37,3.12,3.16,3.73,3.23,4.57,3.39,4.17,6.28,3.4,4.7
f_0,1.4,1.19,1.76,1.72,1.6,1.81,3.22,3.15,3.11,3.19,3.47,4.86,4.34,4.09,6.63,4.4
h_0,1.91,1.53,1.63,1.48,1.41,1.49,2.91,3.65,3.04,3.06,3.64,3.56,3.67,3.22,3.61,5.52
a_0,1.68,1.54,1.52,1.69,1.75,1.44,3.54,3.13,3.75,3.0,3.18,3.53,4.62,5.18,3.82,4.68
e_0,1.86,1.28,1.57,1.55,1.69,1.78,3.17,3.23,2.94,3.19,3.77,3.14,4.98,3.55,5.45,4.62
g_0,1.45,1.45,2.03,1.64,1.43,1.58,2.92,3.01,2.94,3.2,3.87,4.85,3.84,3.3,3.94,3.77
