,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.72,0.61,0.52,0.62,0.55,0.7,2.34,2.08,5.29,2.2,3.28,2.69,3.77,3.52,0.92,4.33
f_1,0.98,5.79,0.55,0.64,0.47,0.55,2.19,1.93,2.93,3.07,0.52,2.99,4.6,2.27,2.4,4.43
d_1,0.54,0.62,6.18,0.48,0.55,0.47,2.59,2.54,0.64,6.09,2.45,4.29,4.75,3.48,2.88,4.7
c_1,0.57,0.59,0.51,6.57,1.23,0.43,2.07,2.36,2.71,0.61,3.07,2.13,4.08,2.89,2.94,3.58
b_1,0.59,0.58,0.51,0.51,7.7,1.3,1.99,2.44,3.1,2.47,3.18,0.47,4.55,2.66,2.81,4.08
a_1,0.55,0.51,0.63,0.79,0.58,10.82,1.95,1.66,3.64,3.34,3.13,2.5,4.22,0.67,2.59,4.67
h_1,0.91,1.45,1.19,1.03,1.03,0.69,15.75,5.28,4.17,3.83,5.05,4.87,2.62,5.79,5.45,8.0
g_1,1.07,0.77,1.7,0.93,0.95,1.02,3.28,17.82,4.45,5.09,7.92,4.38,6.24,6.73,6.98,3.9
d_0,1.04,1.16,0.31,2.27,1.06,0.96,3.85,2.15,13.17,3.45,4.11,4.06,8.59,5.32,5.28,6.44
c_0,1.16,1.25,1.41,0.41,0.58,1.27,4.21,3.36,5.41,14.61,6.07,10.06,7.55,4.5,6.09,9.81
f_0,0.91,0.42,1.48,1.2,1.15,1.08,3.64,4.54,5.02,4.35,17.05,5.98,7.44,4.98,13.35,7.72
b_0,1.06,1.53,1.08,1.01,0.36,0.85,4.21,3.76,4.66,5.14,4.95,17.17,8.94,10.99,4.42,8.15
h_0,1.01,1.5,1.35,1.11,1.06,0.79,0.92,4.56,3.4,4.68,4.28,4.16,3.32,4.53,4.12,9.9
a_0,1.06,1.16,1.33,1.28,1.01,,4.18,3.0,4.83,5.21,6.14,6.15,9.66,21.28,5.38,4.85
e_0,0.25,1.4,1.32,1.2,1.33,0.67,5.2,4.32,4.88,6.51,5.15,6.57,7.94,4.34,24.54,8.82
g_0,0.96,0.74,2.03,1.02,0.75,1.02,4.63,1.85,4.15,3.81,8.9,4.81,8.36,5.43,6.47,3.07
