,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.9,0.23,0.21,0.23,0.16,0.13,0.18,0.35,0.12,0.17,0.18,0.17,0.21,0.09,0.18,0.06
f_1,0.4,0.89,0.22,0.19,0.15,0.09,0.17,0.2,0.14,0.18,0.19,0.08,0.21,0.1,0.15,0.08
d_1,0.24,0.25,0.9,0.15,0.15,0.11,0.19,0.08,0.2,0.36,0.18,0.18,0.19,0.14,0.16,0.11
c_1,0.18,0.23,0.18,0.89,0.35,0.12,0.19,0.22,0.14,0.09,0.14,0.16,0.19,0.12,0.14,0.12
b_1,0.2,0.2,0.21,0.21,0.89,0.27,0.18,0.2,0.13,0.17,0.08,0.19,0.15,0.09,0.13,0.14
a_1,0.24,0.27,0.19,0.22,0.18,0.88,0.18,0.2,0.14,0.15,0.14,0.17,0.19,0.05,0.17,0.11
h_1,0.27,0.37,0.28,0.21,0.18,0.17,0.57,0.24,0.23,0.24,0.23,0.22,0.15,0.11,0.29,0.15
d_0,0.27,0.28,0.14,0.51,0.24,0.13,0.22,0.45,0.16,0.14,0.2,0.2,0.25,0.16,0.19,0.14
g_1,0.24,0.25,0.43,0.23,0.19,0.11,0.2,0.21,0.58,0.23,0.23,0.31,0.24,0.17,0.11,0.15
c_0,0.28,0.31,0.29,0.17,0.14,0.16,0.28,0.19,0.19,0.47,0.44,0.24,0.29,0.18,0.24,0.17
b_0,0.3,0.28,0.3,0.26,0.11,0.14,0.24,0.28,0.18,0.23,0.47,0.27,0.27,0.33,0.24,0.17
f_0,0.23,0.19,0.27,0.27,0.26,0.16,0.26,0.26,0.2,0.21,0.24,0.46,0.25,0.15,0.25,0.3
h_0,0.28,0.37,0.29,0.25,0.2,0.11,0.14,0.23,0.25,0.21,0.24,0.23,0.14,0.13,0.24,0.14
a_0,0.29,0.32,0.29,0.27,0.21,0.06,0.24,0.23,0.2,0.22,0.25,0.24,0.31,0.39,0.19,0.14
g_0,0.26,0.21,0.43,0.27,0.21,0.15,0.19,0.22,0.11,0.18,0.21,0.34,0.22,0.13,0.15,0.19
e_0,0.14,0.29,0.29,0.35,0.24,0.19,0.22,0.21,0.17,0.21,0.24,0.24,0.26,0.13,0.18,0.4
