,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.71,1.11,1.2,0.98,0.8,0.66,0.71,0.64,0.84,0.6,0.61,0.62,0.54,0.57,0.58
f_1,1.41,1.0,0.85,0.97,1.0,0.84,0.6,0.76,0.55,0.59,0.63,0.43,0.48,0.55,0.44,0.54
d_1,0.9,1.17,1.0,0.91,0.9,0.95,0.81,0.54,0.82,0.66,0.61,0.64,0.64,0.66,0.54,0.54
c_1,0.83,1.03,1.1,1.0,1.38,0.88,0.72,0.86,0.54,0.5,0.67,0.6,0.61,0.55,0.63,0.57
b_1,1.02,1.0,1.11,0.73,1.0,1.42,0.76,0.74,0.94,0.82,0.67,0.68,0.76,0.59,0.63,0.52
a_1,1.26,1.19,1.05,1.13,0.71,1.0,0.96,0.76,0.81,0.84,0.97,0.77,0.88,0.88,0.76,0.68
h_1,1.51,1.67,1.23,1.45,1.31,0.99,1.0,1.19,0.93,0.81,0.86,1.02,0.96,0.9,0.66,1.06
g_1,1.42,1.37,1.81,1.18,1.32,1.29,0.86,1.0,0.91,0.89,0.97,1.53,0.75,0.69,0.86,0.74
c_0,1.65,1.85,1.15,1.83,1.18,1.27,1.11,1.04,1.0,1.14,1.26,1.03,1.07,0.92,0.95,0.86
d_0,1.14,1.85,1.5,1.98,1.2,1.3,1.18,1.08,0.86,1.0,0.9,0.95,1.06,0.84,0.84,0.94
b_0,1.64,1.65,1.61,1.49,1.53,0.94,1.16,1.01,0.76,1.16,1.0,1.01,0.85,1.32,0.75,0.85
f_0,1.51,2.1,1.59,1.7,1.43,1.24,1.01,0.67,0.95,1.03,1.03,1.0,1.07,1.04,1.48,0.82
h_0,1.56,2.13,1.66,1.59,1.35,1.19,1.05,1.3,0.89,0.99,1.2,0.94,1.0,1.14,0.98,1.01
a_0,1.76,1.78,1.53,1.97,1.65,,1.1,1.46,1.08,1.34,0.7,1.0,0.87,1.0,1.05,1.06
e_0,1.72,2.54,1.9,1.61,1.45,1.31,1.46,1.12,1.15,1.18,1.28,0.74,1.1,1.0,1.0,0.88
g_0,1.55,1.83,1.92,1.8,1.85,1.42,0.91,1.37,1.14,1.02,1.25,1.23,0.96,0.96,1.16,1.0
