,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.17,0.67,0.63,0.72,0.89,0.77,0.16,0.16,0.14,0.3,0.14,0.35,0.09,0.15,0.15,0.14
e_1,0.43,0.17,0.92,0.81,0.95,0.95,0.24,0.16,0.15,0.24,0.14,0.2,0.1,0.19,0.43,0.11
d_1,0.73,0.86,0.15,0.92,0.76,0.66,0.18,0.36,0.16,0.13,0.16,0.13,0.1,0.13,0.14,0.07
c_1,0.7,0.66,0.84,0.15,0.82,0.93,0.24,0.09,0.36,0.2,0.15,0.15,0.13,0.13,0.14,0.13
b_1,0.96,0.84,0.8,0.42,0.14,0.69,0.27,0.18,0.22,0.27,0.49,0.15,0.13,0.18,0.16,0.12
a_1,0.91,0.9,0.79,0.99,0.34,0.1,0.35,0.24,0.16,0.27,0.21,0.2,0.12,0.47,0.2,0.13
h_1,0.81,0.58,0.63,0.62,0.56,0.46,0.06,0.11,0.12,0.18,0.15,0.12,0.15,0.12,0.11,0.08
d_0,0.59,0.34,1.55,0.79,0.64,0.52,0.17,0.07,0.14,0.16,0.14,0.15,0.09,0.13,0.15,0.11
c_0,0.64,0.79,0.29,1.12,0.69,0.56,0.17,0.27,0.06,0.22,0.14,0.11,0.08,0.13,0.11,0.09
g_1,0.87,0.61,0.61,0.65,0.59,0.51,0.13,0.14,0.14,0.04,0.13,0.13,0.07,0.11,0.13,0.14
b_0,0.69,0.6,0.49,0.92,1.11,0.5,0.15,0.15,0.07,0.19,0.05,0.11,0.09,0.09,0.11,0.1
f_0,1.47,0.57,0.51,0.69,0.59,0.5,0.17,0.14,0.13,0.1,0.11,0.05,0.09,0.09,0.12,0.05
h_0,0.58,0.59,0.54,0.67,0.56,0.54,0.3,0.13,0.12,0.14,0.13,0.11,0.18,0.12,0.1,0.1
a_0,0.6,0.55,0.53,0.61,0.86,1.2,0.16,0.14,0.12,0.15,0.06,0.11,0.1,0.04,0.14,0.08
e_0,1.14,1.07,0.53,0.55,0.72,0.45,0.15,0.14,0.11,0.13,0.11,0.05,0.1,0.16,0.04,0.08
g_0,0.74,0.63,0.55,0.69,0.66,0.41,0.12,0.13,0.12,0.23,0.11,0.11,0.06,0.1,0.14,0.13
