,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,1.34,1.19,1.54,1.12,1.02,0.45,0.6,0.48,0.41,0.47,0.62,0.34,0.41,0.35,0.41
e_1,0.86,0.66,1.36,1.45,1.48,1.2,0.54,0.64,0.54,0.48,0.52,0.58,0.42,0.55,0.73,0.35
d_1,1.48,1.52,0.64,1.43,1.16,1.09,0.62,0.41,0.85,0.51,0.48,0.43,0.34,0.38,0.42,0.25
c_1,1.27,1.07,1.62,0.64,1.69,1.13,0.63,0.55,0.33,0.63,0.41,0.5,0.37,0.42,0.39,0.39
b_1,1.72,1.48,1.5,0.8,0.62,1.75,0.67,0.72,0.53,0.71,0.69,0.49,0.46,0.52,0.47,0.5
a_1,2.02,1.76,1.59,1.73,0.93,0.57,0.97,0.84,0.69,0.7,0.87,0.53,0.52,0.97,0.58,0.54
h_1,2.09,2.04,1.94,1.92,1.87,1.7,0.57,0.95,0.79,0.67,0.68,0.67,0.72,0.62,0.59,0.63
g_1,2.25,2.25,2.34,2.32,1.97,1.84,0.79,0.55,0.75,0.69,0.73,0.95,0.51,0.63,0.81,0.52
d_0,2.17,1.43,2.61,2.51,2.59,1.87,0.97,1.18,0.6,0.76,0.7,0.81,0.68,0.76,0.78,0.76
c_0,2.79,2.59,1.33,3.57,2.03,1.92,1.32,0.99,1.2,0.58,0.99,0.73,0.73,0.89,0.87,0.68
b_0,2.33,2.23,1.95,3.39,3.28,1.85,1.13,0.99,1.01,0.51,0.56,0.88,0.75,0.9,0.76,0.63
f_0,3.52,2.13,2.21,2.34,2.39,2.72,1.23,0.73,0.95,0.89,0.86,0.56,0.67,0.71,1.08,0.51
h_0,3.01,2.54,2.51,2.62,2.28,2.27,1.28,1.13,1.0,0.81,0.86,0.83,1.0,0.77,0.79,0.79
a_0,2.9,2.32,2.77,2.99,2.4,2.92,1.2,1.24,1.16,0.89,0.55,0.87,0.76,0.58,0.82,0.66
e_0,4.84,3.12,2.63,2.84,2.42,2.89,1.29,0.89,0.98,0.83,0.96,0.49,0.71,0.88,0.55,0.71
g_0,2.86,3.04,3.07,2.85,2.54,2.77,0.98,1.69,1.1,1.07,0.93,1.08,0.63,0.89,0.97,1.18
