,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.44,2.16,1.38,1.51,1.41,1.24,2.27,3.42,2.98,2.79,2.95,2.22,3.62,3.29,2.16,3.68
e_1,1.41,2.45,1.34,1.76,1.51,1.46,3.12,4.78,2.73,2.91,3.22,3.48,4.14,4.05,3.02,4.24
d_1,1.7,1.44,2.6,1.34,1.37,1.49,2.62,2.34,5.01,2.32,3.94,3.37,4.35,3.43,3.44,3.75
c_1,1.53,1.38,1.4,2.6,2.31,1.47,2.85,2.38,2.59,2.79,2.2,3.07,3.51,3.01,3.58,3.73
b_1,1.4,1.35,1.56,1.27,2.66,2.61,3.12,3.14,2.93,3.31,2.69,3.2,4.28,2.79,2.91,3.92
a_1,1.64,1.39,1.64,1.51,1.29,3.18,3.52,3.64,3.24,3.43,3.74,3.86,4.52,2.84,3.99,4.95
h_1,2.06,1.44,1.78,1.62,1.3,1.3,4.32,3.02,3.27,3.67,3.4,3.25,3.35,3.16,3.49,5.14
d_0,1.53,1.32,1.36,2.71,1.65,1.28,3.07,4.15,2.23,2.93,3.34,3.32,4.25,3.24,3.47,3.85
c_0,1.7,1.71,1.48,1.22,1.42,1.57,3.25,3.92,4.32,3.29,5.89,3.21,4.52,4.16,3.88,4.69
g_1,1.4,1.4,2.42,1.62,1.42,1.33,2.72,2.98,3.23,4.89,3.29,4.84,4.34,3.34,3.91,3.62
b_0,1.84,1.62,1.67,1.78,1.11,1.22,2.95,3.14,2.76,3.36,4.78,3.45,4.47,6.18,4.05,4.41
f_0,1.5,1.31,1.8,1.66,1.63,1.49,3.2,3.34,3.56,2.88,3.69,4.91,4.6,3.42,6.43,3.77
h_0,1.92,1.49,1.69,1.63,1.49,1.39,2.77,3.31,3.4,3.42,3.49,3.46,3.26,3.33,3.1,5.23
a_0,1.6,1.41,1.85,1.7,1.58,1.04,2.98,3.38,3.54,3.33,3.38,4.04,4.63,5.39,3.77,4.89
e_0,1.87,1.14,1.64,1.62,1.79,1.49,3.02,3.1,3.54,3.01,3.75,3.14,5.29,3.57,5.56,4.25
g_0,1.41,1.32,2.21,1.6,1.5,1.38,2.9,3.45,3.2,2.94,3.42,5.41,3.92,3.88,3.85,3.66
