,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,0.6,0.61,0.69,0.65,0.64,0.12,0.21,0.14,0.12,0.11,0.28,0.07,0.12,0.11,0.11
e_1,0.38,0.17,0.75,0.77,0.65,0.6,0.26,0.19,0.14,0.14,0.14,0.2,0.12,0.14,0.24,0.13
d_1,0.7,0.85,0.15,0.62,0.68,0.61,0.17,0.11,0.28,0.13,0.12,0.12,0.09,0.13,0.14,0.06
c_1,0.72,0.52,0.82,0.14,0.64,0.62,0.22,0.2,0.07,0.23,0.14,0.11,0.08,0.13,0.13,0.09
b_1,0.83,0.6,0.68,0.33,0.13,0.68,0.19,0.25,0.15,0.18,0.42,0.14,0.12,0.15,0.17,0.1
a_1,0.82,0.74,0.72,0.83,0.3,0.09,0.2,0.19,0.16,0.15,0.17,0.13,0.11,0.3,0.14,0.13
h_1,0.53,0.58,0.41,0.54,0.55,0.48,0.06,0.17,0.12,0.1,0.1,0.1,0.12,0.11,0.09,0.08
g_1,0.57,0.54,0.45,0.59,0.58,0.6,0.11,0.05,0.12,0.1,0.09,0.1,0.05,0.09,0.09,0.08
d_0,0.52,0.26,0.91,0.66,0.69,0.54,0.2,0.22,0.06,0.09,0.11,0.1,0.08,0.11,0.1,0.1
c_0,0.55,0.5,0.29,1.18,0.56,0.48,0.17,0.17,0.16,0.06,0.1,0.11,0.08,0.11,0.1,0.07
b_0,0.48,0.52,0.45,0.71,0.97,0.52,0.13,0.18,0.1,0.06,0.05,0.09,0.07,0.1,0.07,0.07
f_0,0.87,0.53,0.46,0.55,0.57,0.52,0.16,0.1,0.11,0.09,0.1,0.05,0.08,0.12,0.08,0.05
h_0,0.53,0.46,0.44,0.55,0.63,0.44,0.24,0.15,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.07
a_0,0.5,0.52,0.44,0.53,1.03,0.82,0.13,0.17,0.09,0.08,0.05,0.1,0.08,0.04,0.12,0.08
e_0,0.68,0.77,0.42,0.56,0.48,0.39,0.16,0.12,0.13,0.1,0.11,0.05,0.07,0.11,0.04,0.08
g_0,0.51,0.54,0.46,0.61,0.59,0.45,0.11,0.21,0.12,0.09,0.1,0.11,0.06,0.14,0.1,0.08
