,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.96,0.6,0.79,0.56,0.53,0.37,0.38,0.59,0.37,0.31,0.37,0.37,0.34,0.28,0.22,0.29
f_1,0.94,0.96,0.65,0.55,0.51,0.39,0.35,0.43,0.33,0.33,0.35,0.27,0.32,0.23,0.2,0.27
c_1,0.58,0.61,0.95,0.66,0.86,0.41,0.37,0.35,0.33,0.29,0.26,0.35,0.36,0.24,0.24,0.29
d_1,0.64,0.7,0.54,0.96,0.56,0.45,0.42,0.36,0.37,0.55,0.39,0.36,0.38,0.27,0.27,0.27
b_1,0.66,0.7,0.57,0.63,0.95,0.78,0.39,0.38,0.36,0.39,0.33,0.33,0.38,0.26,0.28,0.27
a_1,0.8,0.79,0.76,0.73,0.51,0.94,0.44,0.43,0.44,0.44,0.49,0.39,0.48,0.31,0.3,0.35
h_1,1.0,1.2,0.93,0.97,0.74,0.58,0.8,0.55,0.66,0.56,0.5,0.49,0.49,0.41,0.34,0.51
d_0,0.88,0.99,1.42,0.77,0.94,0.69,0.66,0.74,0.5,0.43,0.52,0.49,0.56,0.42,0.42,0.45
g_1,0.92,1.0,0.95,1.18,0.84,0.63,0.58,0.58,0.8,0.6,0.57,0.71,0.56,0.38,0.47,0.43
c_0,1.16,1.19,1.01,0.92,0.75,0.67,0.67,0.74,0.62,0.73,0.89,0.58,0.65,0.51,0.5,0.46
b_0,1.07,1.08,1.28,1.03,0.73,0.53,0.67,0.73,0.56,0.55,0.74,0.55,0.62,0.71,0.48,0.49
f_0,0.89,1.07,1.1,1.05,0.98,0.81,0.73,0.71,0.56,0.6,0.67,0.73,0.65,0.41,0.74,0.49
h_0,1.23,1.38,1.07,1.17,0.91,0.67,0.61,0.64,0.72,0.58,0.58,0.57,0.55,0.42,0.42,0.57
a_0,1.18,1.29,1.29,1.12,0.98,0.72,0.74,0.76,0.59,0.71,0.59,0.63,0.71,0.65,0.48,0.51
e_0,1.11,1.38,1.23,1.16,0.98,0.93,0.77,0.62,0.61,0.63,0.58,0.55,0.71,0.48,0.67,0.57
g_0,1.14,1.12,1.11,1.57,1.08,0.74,0.65,0.66,0.63,0.71,0.7,0.81,0.65,0.52,0.56,0.48
