,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.36,1.0,1.02,0.87,0.9,0.89,0.86,0.87,0.98,1.02,0.8,0.79,0.98,0.89,1.3
e_1,0.74,1.0,1.05,1.17,1.02,1.02,0.99,1.13,0.88,1.45,1.07,1.04,1.05,0.96,1.16,0.91
d_1,1.0,0.95,1.0,0.86,1.11,0.87,1.02,0.98,1.3,0.89,0.94,1.11,1.03,1.09,1.12,0.8
c_1,0.98,0.86,1.17,1.0,1.33,0.78,1.2,1.01,0.9,0.73,0.98,0.99,1.0,0.88,1.08,1.06
b_1,1.14,0.98,0.9,0.75,1.0,1.74,1.02,1.05,1.06,0.95,1.12,0.93,0.92,0.91,1.01,0.92
a_1,1.11,0.98,1.15,1.28,0.58,1.0,0.9,0.96,1.18,1.08,1.04,0.94,1.46,1.62,0.93,0.87
h_1,1.17,1.01,0.98,0.83,0.98,1.07,1.0,1.05,0.94,1.13,0.87,0.95,1.18,0.88,0.87,1.23
g_1,1.18,0.89,1.04,0.95,0.96,1.06,0.94,1.0,0.91,0.89,1.01,1.25,0.96,1.05,0.78,0.95
c_0,1.23,1.03,0.78,1.2,0.91,0.84,1.02,0.99,1.0,1.03,1.29,0.98,1.03,1.11,0.93,1.14
d_0,1.06,0.7,1.11,1.35,1.08,0.93,0.92,1.09,0.97,1.0,1.05,1.02,1.21,1.06,0.94,1.21
b_0,1.03,0.88,1.01,1.11,0.94,0.9,1.1,1.03,0.79,0.86,1.0,0.96,1.02,1.51,1.05,1.04
f_0,1.33,0.97,0.88,1.04,1.01,1.05,1.13,0.81,1.07,0.99,1.07,1.0,1.22,0.82,1.17,0.94
h_0,1.27,0.91,0.93,1.07,1.09,0.71,0.87,1.01,1.01,0.83,0.96,0.78,0.98,0.95,1.16,1.38
a_0,0.98,1.0,1.01,1.11,1.12,,1.22,0.93,0.88,0.88,0.66,1.17,1.03,1.0,1.09,1.13
e_0,1.16,0.93,0.89,0.95,0.93,1.05,1.15,1.27,1.11,1.04,0.96,0.87,0.91,0.94,1.0,1.04
g_0,0.74,1.01,1.21,0.95,1.07,1.15,0.76,,0.88,0.83,0.95,1.07,0.7,0.84,0.98,1.0
