,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.69,0.58,0.52,0.66,0.62,0.53,2.18,2.13,5.42,2.55,2.95,3.0,4.22,3.37,0.84,4.49
f_1,1.22,5.73,0.58,0.6,0.48,0.45,2.25,1.86,2.6,2.11,0.7,2.8,4.0,2.81,1.55,3.67
d_1,0.5,0.62,6.71,0.52,0.55,0.69,2.32,2.01,0.57,7.02,2.6,3.06,4.18,2.8,3.09,3.55
c_1,0.54,0.63,0.52,6.79,1.17,0.48,2.24,1.8,2.83,0.5,2.64,2.38,4.31,2.47,3.14,4.21
b_1,0.57,0.58,0.53,0.62,7.37,1.11,2.17,2.4,2.63,2.84,3.26,0.6,3.99,2.36,2.85,4.16
a_1,0.58,0.69,0.57,0.53,0.51,10.66,1.68,1.9,2.52,3.28,2.73,3.13,5.85,1.58,3.07,5.07
h_1,0.87,1.41,1.23,0.89,1.09,0.98,14.11,5.33,4.0,4.95,5.03,4.69,2.39,4.88,5.0,7.92
g_1,0.84,1.05,1.86,0.94,0.74,0.93,3.18,17.81,3.26,4.42,8.87,5.45,7.43,4.92,4.21,2.63
d_0,0.85,1.06,0.32,2.06,1.21,0.91,4.11,3.99,13.93,3.52,5.81,6.21,6.76,5.45,5.96,6.37
c_0,0.91,1.39,1.16,0.36,0.79,1.21,4.6,4.59,5.11,14.84,5.45,11.55,6.6,5.33,6.96,8.63
f_0,0.88,0.46,1.38,1.27,1.05,0.88,4.06,4.67,4.86,5.04,16.21,6.28,9.9,6.43,15.97,8.02
b_0,0.96,1.33,1.15,1.04,0.45,0.88,4.21,3.95,4.62,3.85,6.35,15.81,8.33,11.08,6.42,11.39
h_0,0.95,1.49,1.11,1.1,1.0,0.67,1.71,4.95,4.32,3.35,4.81,6.2,3.0,5.2,6.96,9.16
a_0,1.1,1.19,1.49,0.8,1.03,,4.88,3.85,4.27,4.49,8.28,4.81,12.29,22.39,7.36,8.88
e_0,0.47,1.24,1.13,1.34,1.1,1.25,4.13,4.4,5.4,5.14,4.13,5.96,9.03,3.08,22.97,10.07
g_0,0.83,0.82,1.82,1.11,1.06,0.95,3.84,1.62,4.01,4.37,8.02,5.7,7.52,4.35,6.39,4.28
