,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.01,0.1,0.09,0.1,0.13,0.21,0.17,0.32,0.24,0.2,0.26,,0.25,0.38,0.32,0.42
e_1,0.05,0.01,0.09,0.1,0.1,0.15,0.16,0.22,0.18,0.24,0.27,0.25,0.26,0.26,,0.31
d_1,0.08,0.07,0.01,0.14,0.08,0.13,0.16,0.15,0.22,,0.19,0.2,0.21,0.24,0.38,0.21
c_1,0.05,0.05,0.04,0.01,0.09,0.1,0.11,0.21,,0.08,0.18,0.18,0.19,0.2,0.21,0.26
b_1,0.04,0.04,0.05,0.03,,0.08,0.09,0.13,0.11,0.1,,0.1,0.11,0.18,0.18,0.15
a_1,0.01,0.02,0.01,0.01,0.01,,0.02,0.03,0.02,0.03,,,0.04,,,0.05
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
