,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.32,0.94,0.99,0.85,0.71,0.58,0.61,0.55,0.61,0.6,0.47,0.47,0.58,0.43,0.63
e_1,0.77,1.0,1.0,1.2,0.92,0.85,0.74,0.73,0.59,0.93,0.69,0.72,0.66,0.57,0.61,0.54
d_1,1.06,1.0,1.0,0.84,1.03,0.78,0.69,0.61,0.85,0.67,0.65,0.68,0.61,0.63,0.59,0.47
c_1,1.01,0.82,1.19,1.0,1.38,0.74,0.84,0.72,0.61,0.49,0.57,0.64,0.55,0.57,0.56,0.53
b_1,1.19,1.09,0.97,0.73,1.0,1.54,0.76,0.69,0.73,0.68,0.71,0.63,0.59,0.53,0.63,0.54
a_1,1.42,1.18,1.29,1.34,0.65,1.0,0.82,0.77,0.82,0.83,0.86,0.71,0.91,0.77,0.67,0.52
h_1,1.73,1.39,1.43,1.24,1.33,1.16,1.0,1.04,0.93,0.98,0.8,0.77,0.83,0.72,0.69,0.94
g_1,1.58,1.39,1.66,1.35,1.48,1.26,0.94,1.0,0.96,0.85,1.04,1.18,0.82,0.91,0.73,0.82
c_0,1.82,1.65,1.13,1.6,1.35,1.21,1.05,1.02,1.0,1.2,1.26,0.9,0.93,0.96,0.8,0.84
d_0,1.62,1.05,1.38,2.06,1.47,1.26,1.04,1.22,0.79,1.0,1.02,0.9,1.06,0.88,0.88,0.98
b_0,1.78,1.33,1.51,1.88,1.45,1.11,1.18,0.96,0.79,0.94,1.0,0.94,0.95,1.3,0.91,0.93
f_0,2.02,1.42,1.51,1.57,1.58,1.34,1.37,0.8,1.14,1.08,1.05,1.0,1.05,0.95,1.27,0.72
h_0,2.1,1.48,1.69,1.87,1.59,1.07,1.16,1.23,1.13,0.94,1.0,0.94,0.99,0.89,0.99,1.1
a_0,1.77,1.68,1.59,1.75,1.89,1.54,1.43,1.1,1.04,1.06,0.75,1.07,1.09,1.0,0.99,1.05
e_0,2.4,1.75,1.6,1.82,1.53,1.39,1.49,1.32,1.28,1.07,1.11,0.76,1.0,1.04,1.0,0.96
g_0,1.66,1.87,2.13,1.93,1.79,1.93,1.09,1.28,1.19,1.03,1.07,1.4,0.87,0.91,1.05,1.0
