,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.53,1.15,0.65,0.68,0.69,0.58,0.77,0.75,0.82,0.9,0.78,0.49,0.79,0.61,0.64,0.88
e_1,0.75,1.53,0.69,0.95,0.64,0.61,0.92,0.84,0.73,1.32,0.85,0.91,0.96,0.73,0.61,0.93
d_1,0.81,0.75,1.54,0.54,0.7,0.66,0.85,1.47,0.74,0.72,1.02,0.9,1.04,0.86,0.85,0.81
c_1,0.75,0.63,0.81,1.58,1.31,0.48,0.8,0.43,0.78,0.63,0.67,0.75,0.95,0.79,0.7,0.92
b_1,0.79,0.73,0.87,0.51,1.59,1.14,0.99,0.9,0.78,0.9,0.55,0.82,0.99,0.6,0.67,0.94
a_1,0.88,0.8,0.81,0.92,0.57,1.72,1.1,0.91,0.77,1.15,0.95,0.97,1.15,0.74,0.71,0.98
h_1,1.3,0.95,0.98,1.0,0.78,0.8,1.74,1.11,1.24,1.02,1.12,0.93,0.98,1.13,0.88,1.36
c_0,1.19,1.05,0.96,1.03,0.81,0.78,1.17,1.66,1.27,1.28,1.96,1.2,1.4,1.3,1.0,1.16
g_1,0.82,0.99,1.51,0.93,0.97,0.78,0.97,1.22,1.84,0.98,1.03,1.56,1.17,0.93,0.81,0.91
d_0,1.05,0.95,0.82,1.69,0.91,0.71,1.35,1.01,1.08,1.62,1.2,0.95,1.39,1.08,0.99,1.01
b_0,1.23,1.06,1.02,1.18,0.72,0.69,1.26,1.13,1.18,1.16,1.72,1.15,1.43,1.95,1.07,1.05
f_0,0.93,0.83,1.09,1.14,1.06,0.81,1.34,1.41,1.06,1.29,1.31,1.71,1.55,1.4,2.01,1.09
h_0,1.42,1.03,1.15,1.1,0.9,0.65,0.99,1.25,1.41,1.19,1.11,1.11,1.04,0.98,1.13,1.47
a_0,1.29,1.08,1.11,1.26,1.07,0.5,1.32,1.2,1.38,1.28,1.13,1.23,1.51,1.74,1.23,1.25
e_0,1.14,0.8,1.11,1.26,1.11,0.89,1.39,1.4,1.48,1.32,1.45,1.06,1.48,1.16,1.79,1.39
g_0,0.92,1.01,1.57,1.09,0.9,0.85,1.18,1.28,1.17,1.34,1.47,1.88,1.21,1.12,1.21,1.02
