,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.1,1.48,2.29,2.55,2.6,2.49,0.73,0.58,0.54,0.67,0.47,0.6,0.36,0.51,0.39,0.57
f_1,2.21,1.09,2.34,2.56,2.65,2.26,0.55,0.58,0.52,0.7,0.5,0.6,0.28,0.51,0.42,0.44
d_1,2.77,2.44,1.09,2.78,2.25,2.3,0.59,0.67,0.49,0.5,0.52,0.49,0.33,0.47,0.21,0.41
c_1,2.1,2.8,3.12,1.09,2.57,2.23,0.79,0.35,0.74,0.76,0.63,0.55,0.4,0.55,0.39,0.53
b_1,3.01,3.36,3.21,1.83,1.1,2.67,0.92,0.57,0.75,0.99,0.87,0.59,0.44,0.66,0.39,0.59
a_1,4.42,5.49,4.35,3.95,2.26,1.12,1.6,1.03,0.93,1.54,1.19,0.81,0.68,1.22,0.77,0.83
h_1,9.45,9.58,8.51,9.82,9.01,6.99,1.5,2.15,1.76,2.41,1.78,1.6,1.68,1.74,1.36,1.38
d_0,7.42,10.03,16.61,11.2,11.7,9.46,3.48,1.8,2.65,2.98,2.53,2.32,1.68,2.41,1.86,2.66
c_0,11.36,11.84,7.32,14.98,11.34,9.64,3.15,3.72,1.79,2.96,2.27,2.34,1.59,2.39,1.41,2.01
g_1,10.53,10.56,12.29,11.95,11.52,10.45,2.47,2.26,2.25,1.56,2.04,2.39,1.26,1.94,1.89,1.81
b_0,13.01,12.01,10.04,17.53,16.33,10.79,3.55,3.03,1.62,3.19,1.77,2.49,2.02,2.64,1.69,2.5
f_0,17.1,20.67,15.07,15.42,15.14,12.34,4.58,3.53,3.12,2.88,3.25,1.93,2.0,3.22,1.57,2.86
h_0,18.51,19.71,19.46,17.63,19.8,15.64,7.57,4.23,4.39,6.41,3.76,3.86,3.32,3.36,2.6,3.65
a_0,20.63,21.86,17.64,21.42,21.26,18.22,5.27,4.8,3.01,4.74,2.22,3.36,2.81,1.97,2.41,3.13
g_0,23.77,22.29,21.28,20.2,20.95,20.06,5.02,5.15,4.59,7.28,4.84,4.3,2.66,3.81,4.16,3.82
e_0,29.19,28.42,24.5,20.2,22.59,18.74,6.62,4.41,4.39,5.09,5.22,2.5,3.24,4.5,3.16,2.26
