,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,b_0,d_0,f_0,h_0,a_0,e_0,g_0
d_1,13982.12,3939.42,3073.21,4273.25,8495.26,23415.45,3661416.17,7550778.88,18134401.07,19332346.15,8895425.63,37028723.01,92496788.09,76423615.78,105829985.82,318321422.73
f_1,3085.22,14560.14,6676.64,4838.7,7545.56,26549.28,3754047.01,5412960.5,7435522.98,15244897.55,16638538.97,12097977.8,73392483.16,70430178.27,73447871.67,223819871.65
e_1,3013.63,3958.78,14879.66,7012.82,8604.76,21476.28,3652262.56,5721919.97,8402260.94,14318631.05,35958030.73,31403615.26,87929424.22,67451959.83,40871809.75,215808130.4
c_1,3406.4,3130.44,3209.46,24678.84,17351.51,21192.56,3477348.25,7145968.5,3828404.19,11067214.3,19322638.87,38628618.43,82210747.41,70097934.42,88538619.76,251164982.17
b_1,3415.28,3946.26,3394.03,4912.06,43062.68,48895.75,3618329.99,5684891.46,8973556.55,7592729.48,13154820.33,31208135.2,85355877.79,69049151.29,87070952.23,279930929.07
a_1,3692.02,3655.38,4000.2,6091.0,5962.87,160411.34,4240627.75,6881795.47,9823821.53,19680922.33,20410436.14,26163041.7,117624891.73,49851032.55,125042428.06,260383634.42
h_1,4849.79,6030.35,3755.25,6510.24,8643.96,26348.57,11079295.7,10728925.19,10650611.29,18624519.61,16432586.34,35105143.19,63688004.98,90292894.76,108868167.23,475122800.56
g_1,6884.96,3728.52,3700.58,5807.47,8791.51,27231.05,4240209.12,23609256.66,12139594.78,17161861.0,16733145.03,66087663.05,124989840.28,88041825.36,125007395.53,198529572.96
c_0,4728.76,4827.23,4251.92,4581.95,7848.39,31074.48,5020512.71,8082448.23,22296718.9,40237606.54,23144842.72,47142483.15,123875066.03,119485334.42,120833857.68,339006538.77
b_0,4279.33,4962.08,4307.67,7870.6,6608.71,21741.0,5247493.17,9370841.22,11150565.34,35826751.24,23426660.9,43553254.69,130765644.68,168097600.25,131641492.45,316244157.06
d_0,2204.52,3715.32,4519.17,15258.75,10796.66,23131.08,5051866.32,7768829.42,8494345.82,17083981.27,41801687.24,45134395.95,108708160.43,91782876.52,113892391.23,307776491.72
f_0,4467.93,3387.33,3339.77,8621.36,11346.39,27393.38,4605610.46,9353976.78,11924880.85,20185617.47,22826477.39,86703221.68,135793724.0,78917218.49,267262710.22,358551470.62
h_0,5085.19,5157.92,3819.03,7409.0,9633.97,22449.45,3585120.98,12466826.89,10709814.52,20105543.44,21408404.64,47001761.22,74864990.88,89078192.14,146247865.31,422061708.69
a_0,5178.07,4749.0,3684.73,7496.1,10888.58,16238.72,5447060.31,9431826.78,11430343.54,23345771.01,22184784.93,46865158.74,130279903.24,235815246.27,115725669.16,413499402.42
e_0,4830.29,4910.77,2076.97,8289.01,11660.11,27623.69,4559598.71,9793003.32,11997392.57,24131198.84,18661981.73,43206878.44,141425071.52,122829140.42,316963440.12,399522469.15
g_0,6423.23,3779.75,3623.8,7165.98,12170.88,26692.76,4974961.17,6188981.51,11967622.36,18885596.31,16857404.98,67329153.28,101886879.48,78226102.37,129002925.04,232963437.69
