,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.14,0.06,0.03,0.03,0.02,0.02,0.07,0.03,0.07,0.06,0.06,,0.08,0.05,0.03,0.06
e_1,0.04,2.18,0.02,0.03,0.03,0.02,0.05,0.03,0.06,0.12,0.06,0.05,0.09,0.05,,0.07
d_1,0.03,0.03,2.35,0.02,0.02,0.03,0.06,0.05,0.11,,0.05,0.06,0.07,0.05,0.04,0.09
c_1,0.03,0.03,0.03,2.41,0.05,0.02,0.05,0.04,,0.07,0.05,0.05,0.09,0.04,0.05,0.07
b_1,0.04,0.03,0.03,0.04,2.54,0.03,0.05,0.05,0.06,0.05,,0.07,0.07,0.04,,0.06
a_1,0.02,0.02,0.02,0.02,0.04,3.09,0.07,0.06,0.07,0.08,0.05,0.06,0.08,,,0.08
h_1,0.15,0.1,0.1,0.08,0.11,0.07,2.75,0.32,0.22,0.22,0.28,0.19,,0.22,0.16,0.34
g_1,0.09,0.09,0.16,0.09,0.12,0.08,0.14,3.02,0.36,0.17,0.3,0.37,0.21,0.17,0.15,
c_0,0.18,0.16,0.15,,0.1,0.08,0.3,0.24,2.08,0.3,0.51,0.37,0.33,0.2,0.2,0.41
d_0,0.17,0.16,,0.28,0.15,0.09,0.32,0.17,0.22,2.03,0.26,0.2,0.51,0.24,0.24,0.37
b_0,0.16,0.18,0.17,0.1,,0.07,0.29,0.29,0.3,0.33,2.21,0.3,0.41,0.42,0.21,0.24
f_0,,0.14,0.13,0.11,0.11,0.17,0.28,0.2,0.27,0.29,0.32,2.45,0.49,,0.61,0.36
h_0,0.37,0.23,0.28,0.2,0.22,0.2,,0.38,0.45,0.34,0.45,0.29,,0.38,0.4,0.43
a_0,0.17,0.12,0.15,0.21,0.1,,0.26,0.17,0.4,0.38,0.2,,0.49,2.61,,0.36
e_0,0.18,,0.17,0.1,,,0.29,0.46,0.25,0.45,0.21,0.29,0.33,,2.88,
g_0,0.16,0.19,0.35,0.28,0.2,0.14,0.33,,0.4,0.46,0.51,0.46,0.61,0.32,,
