,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.82,1.12,1.03,0.91,0.78,0.71,0.98,0.64,0.61,0.68,0.64,0.55,0.58,0.53
f_1,1.28,1.0,0.86,0.99,0.97,0.68,0.57,0.62,0.67,0.56,0.64,0.55,0.5,0.53,0.43,0.65
d_1,1.22,1.17,1.0,0.8,0.8,0.79,0.75,0.53,0.69,0.91,0.69,0.6,0.67,0.61,0.63,0.45
c_1,0.89,1.01,1.23,1.0,1.24,0.77,0.73,0.65,0.46,0.47,0.58,0.68,0.58,0.61,0.64,0.55
b_1,0.97,1.02,1.24,0.81,1.0,1.34,0.73,0.89,0.63,0.69,0.6,0.68,0.59,0.56,0.6,0.6
a_1,1.09,1.46,1.26,1.3,0.75,1.0,0.87,0.84,0.77,0.86,0.86,0.8,0.87,0.63,0.61,0.74
h_1,1.26,1.79,1.35,1.34,1.36,1.14,1.0,1.12,0.76,0.8,0.85,0.85,0.85,0.84,0.7,0.91
g_1,1.45,1.61,1.81,1.51,1.14,1.19,0.91,1.0,0.86,0.93,0.89,1.12,0.75,0.78,1.01,0.81
d_0,1.08,1.52,1.45,2.09,1.57,1.21,1.3,1.14,1.0,0.85,0.98,0.98,0.85,1.07,0.81,0.89
c_0,1.58,1.71,1.1,2.14,1.38,1.18,1.23,1.03,1.14,1.0,1.38,0.99,0.95,1.01,0.92,0.93
b_0,1.71,1.64,1.41,1.73,1.48,1.2,1.15,1.14,1.05,0.71,1.0,0.85,1.0,1.41,0.8,0.96
f_0,1.49,1.85,1.69,1.47,1.5,1.19,1.18,0.84,0.99,1.06,1.19,1.0,1.01,1.04,1.35,0.79
h_0,1.63,2.0,1.59,1.75,1.67,1.13,1.15,1.33,1.13,1.03,0.94,0.95,1.0,0.84,0.81,1.18
a_0,1.89,1.91,1.6,1.63,1.73,1.61,1.21,1.34,1.04,1.06,0.72,0.96,1.22,1.0,0.99,0.92
e_0,1.66,2.62,1.56,1.52,1.67,1.58,1.42,1.06,1.16,1.12,1.23,0.7,1.15,0.89,1.0,0.95
g_0,1.84,1.64,2.18,1.83,1.63,1.26,1.14,1.24,1.11,1.08,1.08,1.21,0.84,1.07,1.03,1.0
